Date,Open,High,Low,Close,Volume,MA_5,EMA_5,bbands_middle,bbands_upper,bbands_lower,RSI,K,D,macd_dif,macd_dea,macd,buy_point,ticker_num,income,expenditure,account
2019-02-27,11.65,11.65,11.35,11.45,65102,11.540000000000001,11.521103410560476,11.4925,12.046823912527675,10.938176087472325,53.124999999999986,70.9646773216181,83.1253626343818,0.06421333452075295,0.05917649654848454,0.005036837972268414,0,0,0.0,0.0,500000.0
2019-03-04,11.35,11.6,11.3,11.45,27904,11.54,11.497402273706985,11.48,12.026260011349898,10.933739988650103,77.27272727272727,47.309784881078734,71.18683671661411,0.05739166264711493,0.058819529768210616,-0.0014278671210956884,0,0,0.0,0.0,500000.0
2019-03-05,11.4,11.6,11.4,11.6,22504,11.559999999999999,11.531601515804656,11.4825,12.030473539507145,10.934526460492854,75.0,56.53985658738575,66.30451000687133,0.0633588238555518,0.05972738858567886,0.0036314352698729457,0,0,0.0,0.0,500000.0
2019-03-06,11.55,11.75,11.55,11.7,20169,11.569999999999999,11.587734343869771,11.482499999999998,12.030473539507144,10.934526460492853,77.27272727272727,71.02657105825716,67.87853035733328,0.07528912025697032,0.06283973491993715,0.012449385337033173,1,43228,0.0,-499994.87884500006,5.121154999942519
2019-03-07,11.75,12.0,11.75,11.85,58798,11.61,11.675156229246515,11.4775,12.009923703454296,10.945076296545702,76.19047619047616,80.68438070550478,72.14714714005711,0.09574403487053829,0.06942059491005738,0.026323439960480907,0,43228,0.0,0.0,5.121154999942519
2019-03-08,11.85,11.85,11.6,11.6,26782,11.639999999999999,11.650104152831009,11.465,11.973035431835212,10.956964568164787,58.3333333333333,66.28958713700321,70.19462713903914,0.09073584506782773,0.07368364494161145,0.017052200126216277,0,43228,0.0,0.0,5.121154999942519
2019-03-11,11.55,11.6,11.4,11.45,40281,11.64,11.583402768554006,11.4375,11.882331428745756,10.992668571254244,50.0,44.19305809133547,61.527437456471255,0.07381221094812318,0.0737093581429138,0.00010285280520938578,0,43228,0.0,0.0,5.121154999942519
2019-03-12,11.55,11.65,11.55,11.65,15935,11.65,11.60560184570267,11.4525,11.904689119727566,11.000310880272435,56.6666666666667,46.12870539422372,56.39452676905541,0.07566620460421802,0.07410072743517464,0.001565477169043386,0,43228,0.0,0.0,5.121154999942519
2019-03-13,11.65,11.65,11.5,11.55,14050,11.62,11.587067897135114,11.4875,11.846491643356764,11.128508356643238,54.83870967741936,39.08580359614926,50.6249523780867,0.06827926282931429,0.07293643451400257,-0.00465717168468828,0,43228,0.0,0.0,5.121154999942519
2019-03-14,11.55,11.6,11.45,11.45,17760,11.540000000000001,11.541378598090077,11.504999999999999,11.817889756943222,11.192110243056776,50.0,26.057202397432842,42.43570238453541,0.05373645360021051,0.06909643833124415,-0.015359984731033643,0,43228,0.0,0.0,5.121154999942519
2019-03-15,11.45,11.65,11.45,11.65,28892,11.55,11.577585732060053,11.532499999999999,11.789939313237095,11.275060686762902,54.285714285714285,50.70480159828857,45.1920687891198,0.05768454946230683,0.0668140605574567,-0.009129511095149867,0,43228,0.0,0.0,5.121154999942519
2019-03-18,11.55,11.7,11.55,11.7,23859,11.6,11.618390488040035,11.5525,11.796374967965118,11.308625032034882,51.51515151515148,67.13653439885906,52.50689065903289,0.06410901716665585,0.06627305187929652,-0.002164034712640678,0,43228,0.0,0.0,5.121154999942519
2019-03-19,11.7,11.75,11.65,11.7,33532,11.61,11.645593658693357,11.567499999999999,11.808902154091438,11.32609784590856,51.51515151515148,78.09102293257271,61.03493475021283,0.06841184494451724,0.06670081049234067,0.0017110344521765741,0,43228,0.0,0.0,5.121154999942519
2019-03-20,11.65,11.7,11.55,11.55,19746,11.61,11.613729105795572,11.5725,11.808031314266248,11.336968685733751,53.12500000000004,65.394015288382,62.487961596269216,0.059037572178517905,0.06516816282957612,-0.0061305906510582125,0,43228,0.0,0.0,5.121154999942519
2019-03-21,11.6,11.7,11.55,11.6,27175,11.639999999999999,11.60915273719705,11.58,11.808910462845162,11.351089537154838,54.545454545454554,63.59601019225471,62.857311128264385,0.05500886762192536,0.06313630378804597,-0.008127436166120605,0,43228,0.0,0.0,5.121154999942519
2019-03-22,11.65,11.8,11.65,11.8,32719,11.67,11.672768491464701,11.6,11.832379000772415,11.367620999227585,55.88235294117649,75.73067346150314,67.14843190601064,0.0671800094351731,0.0639450449174714,0.003234964517701708,0,43228,0.0,0.0,5.121154999942519
2019-03-25,11.65,11.8,11.6,11.65,41937,11.66,11.665178994309802,11.61,11.832710574513168,11.38728942548683,48.57142857142861,63.820448974335385,66.03910426211888,0.06398440818418116,0.06395291757081335,3.1490613367810005e-05,0,43228,0.0,0.0,5.121154999942519
2019-03-26,11.65,11.75,11.65,11.65,13701,11.65,11.660119329539869,11.6175,11.834928149051555,11.400071850948445,43.75000000000002,55.88029931622354,62.65283594682043,0.06075156494555145,0.06331264704576098,-0.0025610821002095274,0,43228,0.0,0.0,5.121154999942519
2019-03-27,11.65,11.7,11.6,11.65,14664,11.670000000000002,11.656746219693247,11.6175,11.834928149051555,11.400071850948445,51.85185185185188,50.58686621081565,58.63084603481883,0.057526385029866844,0.06215539464258216,-0.004629009612715312,0,43228,0.0,0.0,5.121154999942519
2019-03-28,11.65,11.7,11.6,11.65,28280,11.680000000000001,11.654497479795499,11.6175,11.834928149051555,11.400071850948445,58.33333333333336,42.057910807210504,53.106534292282724,0.054343963329204215,0.06059310837990657,-0.006249145050702357,0,43228,0.0,0.0,5.121154999942519
2019-03-29,11.65,11.7,11.6,11.65,31034,11.65,11.652998319863666,11.627500000000001,11.831154118544127,11.423845881455875,50.0,28.038607204807004,44.75055859645748,0.05123130856852143,0.058720748417629545,-0.007489439849108118,0,43228,0.0,0.0,5.121154999942519
2019-04-01,11.7,11.75,11.55,11.55,22798,11.63,11.618665546575778,11.632499999999999,11.822959969547368,11.44204003045263,50.0,18.69240480320467,36.06450733203988,0.040231578387718514,0.05502291441164735,-0.014791336023928833,0,43228,0.0,0.0,5.121154999942519
2019-04-02,11.65,11.7,11.55,11.6,23155,11.620000000000001,11.612443697717186,11.6325,11.82295996954737,11.442040030452631,57.894736842105296,29.128269868802818,33.75242817762753,0.03514368062911011,0.0510470676551399,-0.015903387026029794,0,43228,0.0,0.0,5.121154999942519
2019-04-03,11.6,11.65,11.55,11.55,21951,11.600000000000001,11.591629131811459,11.625,11.81604973174539,11.43395026825461,43.749999999999986,19.41884657920188,28.97456764481898,0.02676833417288904,0.04619132095868973,-0.01942298678580069,0,43228,0.0,0.0,5.121154999942519
2019-04-08,11.6,12.15,11.6,11.9,105510,11.65,11.694419421207641,11.627500000000001,11.831154118544127,11.423845881455875,59.09090909090917,46.27923105280126,34.74278878081307,0.0478216287251616,0.046517382511984104,0.0013042462131774984,0,43228,0.0,0.0,5.121154999942519
2019-04-09,12.0,12.3,11.95,12.3,86939,11.780000000000001,11.896279614138429,11.6625,12.018695171219353,11.306304828780647,70.0000000000001,64.18615403520084,44.557243865608996,0.09568023125215319,0.056349952260017926,0.039330278992135266,0,43228,0.0,0.0,5.121154999942519
2019-04-10,12.3,12.35,12.1,12.25,48397,11.920000000000002,12.01418640942562,11.7025,12.12732349275903,11.27767650724097,75.0,73.90188046791164,54.338789399709874,0.12809731036871952,0.07069942388175825,0.05739788648696127,0,43228,0.0,0.0,5.121154999942519
2019-04-11,12.35,12.45,12.1,12.1,89309,12.02,12.042790939617081,11.725,12.182711699653812,11.267288300346188,66.66666666666666,73.71236475638548,60.79664785193508,0.14006969645299527,0.08457347839600565,0.05549621805698962,0,43228,0.0,0.0,5.121154999942519
2019-04-12,12.25,12.25,12.1,12.2,17252,12.15,12.095193959744721,11.7575,12.251741843635259,11.263258156364742,64.28571428571425,78.03046539314582,66.54125369900532,0.1558307431406405,0.09882493134493261,0.05700581179570788,0,43228,0.0,0.0,5.121154999942519
2019-04-15,12.25,12.3,12.05,12.05,34868,12.18,12.080129306496481,11.7875,12.276248401531891,11.298751598468108,64.28571428571433,64.52031026209723,65.86760588670262,0.15443748065215068,0.10994744120637624,0.04449003944577444,0,43228,0.0,0.0,5.121154999942519
2019-04-16,12.1,12.25,12.0,12.1,35946,12.139999999999999,12.086752870997655,11.81,12.31259327492514,11.30740672507486,65.51724137931036,49.680206841398004,60.47180620493441,0.15557452593151488,0.11907285815140398,0.03650166778011091,0,43228,0.0,0.0,5.121154999942519
2019-04-17,12.15,12.4,12.1,12.2,60477,12.13,12.124501913998438,11.834999999999999,12.362351874937385,11.307648125062613,67.74193548387099,58.120137894265184,59.687916768044666,0.1626696522793747,0.1277922169769981,0.03487743530237658,0,43228,0.0,0.0,5.121154999942519
2019-04-18,12.25,12.3,11.9,12.0,48686,12.11,12.08300127599896,11.85,12.378204505849748,11.321795494150251,60.00000000000003,38.74675859617679,52.70753071075538,0.1504203107880464,0.13231783573920777,0.018102475048838634,0,43228,0.0,0.0,5.121154999942519
2019-04-19,12.05,12.1,12.0,12.1,24015,12.09,12.088667517332642,11.877500000000001,12.397572110384683,11.35742788961532,62.16216216216218,42.49783906411786,49.304300161876206,0.14708626476734388,0.135271521544835,0.011814743222508889,0,43228,0.0,0.0,5.121154999942519
2019-04-22,12.15,12.15,11.9,11.9,28202,12.059999999999999,12.02577834488843,11.8925,12.396756878981314,11.388243121018686,58.974358974359,28.331892709411907,42.313497677721436,0.12684350774522635,0.13358591878491327,-0.006742411039686924,0,43228,0.0,0.0,5.121154999942519
2019-04-23,11.9,12.0,11.9,11.95,27169,12.03,12.000518896592286,11.9,12.402991053598347,11.397008946401654,58.974358974359,24.44348402849673,36.356826461313204,0.11352689175644315,0.12957411337921926,-0.01604722162277611,0,43228,0.0,0.0,5.121154999942519
2019-04-24,12.05,12.1,11.85,11.95,39688,11.98,11.983679264394858,11.915000000000001,12.404999999999976,11.425000000000026,60.52631578947367,21.85121157455328,31.521621499059894,0.10179989185917471,0.12401926907521035,-0.022219377216035646,0,43228,0.0,0.0,5.121154999942519
2019-04-25,12.6,13.1,12.6,13.1,185934,12.2,12.35578617626324,11.9875,12.684547344159617,11.290452655840385,72.22222222222224,47.90080771636885,36.98135023816288,0.1831898504369942,0.13585338534756713,0.04733646508942707,1,43228,0.0,0.0,5.121154999942519
2019-04-26,13.1,13.45,12.95,13.45,225982,12.47,12.720524117508827,12.0775,13.004039259826571,11.15096074017343,71.69811320754718,65.2672051442459,46.40996854019056,0.2727895062978245,0.1632406095376186,0.1095488967602059,0,43228,0.0,0.0,5.121154999942519
2019-04-29,13.45,13.5,13.25,13.35,71900,12.76,12.930349411672552,12.1625,13.219323069392395,11.105676930607604,70.37037037037041,74.69426579508868,55.8380676251566,0.3319027465728599,0.19697303694466683,0.13492970962819306,0,43228,0.0,0.0,5.121154999942519
2019-04-30,13.35,13.5,13.3,13.45,63857,13.059999999999999,13.103566274448369,12.2525,13.420179322416887,11.084820677583112,75.4716981132076,83.12951053005912,64.93521526012411,0.38241137930602953,0.2340607054169394,0.14835067388909012,0,43228,0.0,0.0,5.121154999942519
2019-05-02,13.35,13.6,13.35,13.55,37508,13.379999999999999,13.252377516298914,12.352500000000001,13.60208993273792,11.102910067262082,75.47169811320764,88.75300702003942,72.87447918009588,0.425602913449616,0.2723691470234747,0.15323376642614128,0,43228,0.0,0.0,5.121154999942519
2019-05-03,13.55,13.9,13.55,13.85,87607,13.530000000000001,13.451585010865944,12.465,13.823712625980916,11.106287374019084,82.14285714285717,92.50200468002629,79.41698768007268,0.47852388278205993,0.31360009417519175,0.16492378860686818,0,43228,0.0,0.0,5.121154999942519
2019-05-06,13.5,13.7,13.15,13.2,94350,13.479999999999999,13.367723340577296,12.5475,13.873952034564368,11.22104796543563,66.1764705882353,61.668003120017524,73.50065949338763,0.4626810652187938,0.34341628838391214,0.11926477683488168,0,0,580995.66735,0.0,581000.788505
2019-05-07,13.35,13.65,13.25,13.6,53939,13.530000000000001,13.445148893718198,12.6325,13.999348565130735,11.265651434869266,68.91891891891893,61.6248225928322,69.54204719320249,0.4769047145328287,0.37011397361369547,0.10679074091913321,0,0,0.0,0.0,581000.788505
2019-05-08,13.35,13.55,13.3,13.45,53979,13.530000000000001,13.446765929145466,12.69,14.092355161861626,11.287644838138373,69.86301369863014,53.90372788240094,64.32927408960197,0.4706479757955879,0.39022077405007394,0.08042720174551399,0,0,0.0,0.0,581000.788505
2019-05-09,13.4,13.45,13.0,13.15,61722,13.45,13.347843952763645,12.735,14.135749799214672,11.334250200785327,63.63636363636365,35.935818588267296,54.864788922490405,0.4364508388841237,0.39946678701688393,0.0369840518672398,0,0,0.0,0.0,581000.788505
2019-05-10,13.3,13.4,13.05,13.2,34772,13.319999999999999,13.298562635175763,12.79,14.172967823197611,11.407032176802387,67.56756756756756,26.33816477313053,45.35591420603711,0.40867301550466806,0.40130803271444077,0.007364982790227292,0,0,0.0,0.0,581000.788505
2019-05-13,13.1,13.2,12.95,12.95,34652,13.27,13.182375090117176,12.8275,14.184877987150205,11.470122012849796,62.82051282051283,17.55877651542035,36.090201642498194,0.3623095012842441,0.3935083264284015,-0.031198825144157394,0,0,0.0,0.0,581000.788505
2019-05-14,12.8,13.1,12.6,13.0,68436,13.15,13.121583393411452,12.875,14.185915710486354,11.564084289513646,63.29113924050633,14.269953574382834,28.816785619793073,0.32584453143879166,0.37997556743047955,-0.05413103599168789,0,0,0.0,0.0,581000.788505
2019-05-15,12.95,13.15,12.9,12.9,54345,13.040000000000001,13.047722262274302,12.915000000000001,14.176784450688762,11.65321554931124,46.551724137931046,9.51330238292189,22.38229120750268,0.2855845746488921,0.3610973688741621,-0.07551279422527002,0,0,0.0,0.0,581000.788505
2019-05-16,12.9,13.0,12.8,12.95,32193,13.0,13.015148174849536,12.9525,14.170890331544017,11.734109668455984,40.38461538461537,11.89775714417005,18.887446519725138,0.2547759523816069,0.33983308557565106,-0.08505713319404418,0,0,0.0,0.0,581000.788505
2019-05-17,13.1,13.25,12.95,13.0,52327,12.959999999999999,13.010098783233026,13.002500000000001,14.139810423762984,11.865189576237018,43.137254901960794,19.042949207224474,18.939280748891584,0.23172331724476614,0.3182111319094741,-0.08648781466470795,0,0,0.0,0.0,581000.788505
2019-05-20,13.05,13.1,12.75,12.75,36419,12.919999999999998,12.92339918882202,13.035,14.102286278371428,11.967713721628572,37.037037037037045,12.695299471482983,16.85795365642205,0.19107839436268748,0.2927845844001168,-0.10170619003742931,-1,0,0.0,0.0,581000.788505
2019-05-21,12.7,13.05,12.65,12.95,39455,12.91,12.932266125881346,13.0875,14.021242469849117,12.153757530150884,39.28571428571425,35.130199647655225,22.948702320166444,0.1730109659580652,0.2688298607117065,-0.0958188947536413,0,0,0.0,0.0,581000.788505
2019-05-22,12.95,13.05,12.85,13.0,25560,12.929999999999998,12.9548440839209,13.14,13.916916983982155,12.363083016017846,33.333333333333336,56.75346643177015,34.21695702403434,0.1608725423822719,0.24723839704581957,-0.08636585466354768,0,0,0.0,0.0,581000.788505
2019-05-23,12.85,13.0,12.75,12.85,47580,12.91,12.919896055947268,13.184999999999999,13.758672380370472,12.611327619629526,41.46341463414634,51.168977621180055,39.867630556416245,0.1375632641689606,0.2253033704704478,-0.08774010630148721,0,0,0.0,0.0,581000.788505
2019-05-24,12.95,13.1,12.9,12.95,27753,12.9,12.929930703964846,13.1775,13.759286043146384,12.595713956853617,31.4285714285714,60.77931841411994,46.83819317565081,0.12571054460959807,0.20538480529827788,-0.0796742606886798,0,0,0.0,0.0,581000.788505
2019-05-27,13.0,13.05,12.8,12.8,25262,12.91,12.8866204693099,13.145,13.734830484122282,12.555169515877717,31.428571428571427,47.186212276080056,46.95419954246056,0.10302581510172537,0.1849130072589674,-0.08188719215724202,0,0,0.0,0.0,581000.788505
2019-05-28,12.8,12.8,12.4,12.45,86813,12.809999999999999,12.741080312873269,13.1,13.75421708935179,12.445782910648209,30.555555555555515,31.457474850720036,41.788624645213716,0.056158567594399855,0.1591621193260539,-0.10300355173165404,-1,0,0.0,0.0,581000.788505
2019-05-29,12.3,12.6,12.15,12.6,32266,12.729999999999999,12.694053541915514,13.0575,13.725538172561965,12.389461827438033,34.21052631578949,30.062558991389125,37.87993609393885,0.030765042423764655,0.13348270394559605,-0.1027176615218314,0,0,0.0,0.0,581000.788505
2019-05-30,12.7,12.8,12.55,12.75,43693,12.709999999999999,12.71270236127701,13.017499999999998,13.658027126669849,12.376972873330148,44.444444444444464,40.04170599425946,38.60052606071239,0.022485043587241904,0.11128317187392522,-0.08879812828668332,0,0,0.0,0.0,581000.788505
2019-05-31,12.65,12.95,12.65,12.9,31740,12.7,12.775134907518009,12.969999999999999,13.485169874895586,12.454830125104412,47.36842105263159,56.694470662839706,44.63184092808817,0.02770743716446944,0.09456802493203408,-0.06686058776756464,0,0,0.0,0.0,581000.788505
2019-06-03,12.8,13.25,12.7,13.2,41302,12.78,12.916756605012008,12.970000000000002,13.48516987489559,12.454830125104415,57.14285714285712,71.12964710855981,53.46444298824538,0.05541492572595175,0.08673740509081762,-0.031322479364865874,0,0,0.0,0.0,581000.788505
2019-06-04,13.15,13.3,12.9,13.0,41757,12.89,12.944504403341341,12.940000000000001,13.367317212384357,12.512682787615645,51.11111111111113,71.86420918348435,59.597698386658365,0.06053714695530665,0.08149735346371542,-0.02096020650840877,0,0,0.0,0.0,581000.788505
2019-06-05,13.15,13.2,12.9,12.9,27276,12.95,12.929669602227563,12.9125,13.270096140918687,12.554903859081312,47.82608695652175,64.57613945565629,61.25717874299101,0.055883193252320496,0.07637452142143644,-0.020491328169115947,0,0,0.0,0.0,581000.788505
2019-06-06,12.9,13.1,12.85,13.05,32018,13.010000000000002,12.969779734818376,12.907499999999999,13.254306862677106,12.560693137322891,56.818181818181834,65.2729818593265,62.59577978176951,0.06356589968727455,0.07381279707460406,-0.010246897387329507,0,0,0.0,0.0,581000.788505
2019-06-10,13.2,13.3,13.05,13.3,28170,13.09,13.079853156545585,12.9125,13.27838932752943,12.54661067247057,57.777777777777814,76.84865457288434,67.34673804547445,0.08880373635640026,0.0768109849309633,0.01199275142543696,0,0,0.0,0.0,581000.788505
2019-06-11,13.35,13.45,13.25,13.4,32581,13.13,13.186568771030391,12.934999999999999,13.358202079389901,12.511797920610096,58.69565217391306,84.56576971525624,73.08641526873505,0.11554216979966014,0.08455722190470268,0.030984947894957468,0,0,0.0,0.0,581000.788505
2019-06-12,13.45,13.55,13.35,13.55,30229,13.24,13.307712514020263,12.9625,13.463374235711857,12.461625764288144,65.21739130434786,89.71051314350416,78.62778122699142,0.14714017697258797,0.09707381291827974,0.05006636405430823,0,0,0.0,0.0,581000.788505
2019-06-13,13.5,13.95,13.4,13.75,70097,13.41,13.455141676013511,13.005,13.610722708836258,12.399277291163743,66.6666666666667,93.14034209566944,83.46530151655075,0.18617405521949593,0.11489386137852298,0.07128019384097295,0,0,0.0,0.0,581000.788505
2019-06-14,13.7,13.75,13.6,13.7,28211,13.540000000000001,13.536761117342342,13.042499999999999,13.71872111768262,12.366278882317378,69.56521739130432,93.04594234949387,86.65884846086513,0.21064590791756466,0.13404427068633132,0.07660163723123334,0,0,0.0,0.0,581000.788505
2019-06-17,13.7,13.85,13.6,13.65,30522,13.610000000000003,13.574507411561562,13.075,13.80060319734682,12.349396802653178,80.00000000000004,87.95655415892186,87.09141702688405,0.22342988472753156,0.15192139349457137,0.07150849123296019,0,0,0.0,0.0,581000.788505
2019-06-18,13.65,13.65,13.25,13.25,41290,13.580000000000002,13.466338274374376,13.1,13.813442359269429,12.38655764073057,64.44444444444446,58.637702772614574,77.60684560879423,0.19899077955326128,0.16133527070630935,0.03765550884695193,0,0,0.0,0.0,581000.788505
2019-06-19,13.45,13.65,13.35,13.65,48300,13.6,13.527558849582917,13.135,13.883398289682658,12.386601710317342,68.00000000000001,65.7584685150764,73.65738657755495,0.20948446319674296,0.1709651092043961,0.03851935399234688,0,0,0.0,0.0,581000.788505
2019-06-20,13.7,13.75,13.35,13.4,38934,13.530000000000001,13.485039233055279,13.155000000000001,13.909254598925276,12.400745401074726,59.61538461538463,53.838979010050956,67.05125072172028,0.19537570293796946,0.17584722795111077,0.019528474986858696,0,0,0.0,0.0,581000.788505
2019-06-21,13.55,13.7,13.45,13.7,48460,13.530000000000001,13.556692822036853,13.1975,13.973692630730236,12.421307369269764,59.61538461538463,69.22598600670064,67.7761624833804,0.2060269511347954,0.1818831725878477,0.024143778546947714,0,0,0.0,0.0,581000.788505
2019-06-24,13.55,13.8,13.5,13.75,25972,13.55,13.621128548024569,13.2375,14.040541094838817,12.434458905161184,65.3061224489796,79.48399067113377,71.67877187929818,0.21601266466638336,0.18870907100355483,0.02730359366282853,0,0,0.0,0.0,581000.788505
2019-06-25,13.75,13.85,13.65,13.7,26154,13.64,13.64741903201638,13.282500000000002,14.08329647851369,12.481703521486315,66.66666666666664,82.98932711408914,75.44895695756183,0.21738594262228617,0.1944444453273011,0.02294149729498507,0,0,0.0,0.0,581000.788505
2019-06-26,13.85,13.95,13.75,13.8,59484,13.669999999999998,13.698279354677588,13.35,14.083484832835634,12.616515167164366,65.95744680851062,88.65955140939276,79.85248844150547,0.22396174794246804,0.20034790585033452,0.02361384209213352,0,0,0.0,0.0,581000.788505
2019-06-27,13.95,14.1,13.9,14.0,62428,13.789999999999997,13.798852903118393,13.419999999999998,14.1202856560004,12.719714343999597,65.2173913043478,92.43970093959518,84.04822594086872,0.24251587749027514,0.20878150017832264,0.0337343773119525,0,0,0.0,0.0,581000.788505
2019-06-28,14.1,14.1,13.85,13.95,32353,13.84,13.849235268745595,13.48,14.14513156593257,12.814868434067431,62.22222222222218,89.40424507084117,85.83356565085954,0.2503002709822564,0.2170852543391094,0.033215016643146966,0,0,0.0,0.0,581000.788505
2019-07-01,14.05,14.45,14.05,14.35,47180,13.959999999999999,14.016156845830398,13.5525,14.263467650459503,12.841532349540497,65.99999999999996,92.93616338056079,88.20109822742663,0.28545556194056587,0.2307593158594007,0.05469624608116516,0,0,0.0,0.0,581000.788505
2019-07-02,14.4,14.4,14.2,14.25,17391,14.069999999999999,14.094104563886933,13.604999999999999,14.357927619363176,12.852072380636821,60.41666666666665,90.16257045883542,88.85492230456289,0.30176861825330903,0.24496117633818237,0.056807441915126655,0,0,0.0,0.0,581000.788505
2019-07-03,14.15,14.25,14.0,14.05,22614,14.12,14.07940304259129,13.657499999999999,14.380185962226953,12.934814037773045,56.862745098039234,75.25989545740546,84.32324668884375,0.29515612826183,0.2550001667229119,0.040155961538918095,0,0,0.0,0.0,581000.788505
2019-07-04,14.1,14.2,14.0,14.15,12644,14.15,14.102935361727528,13.719999999999999,14.383626400921404,13.056373599078594,59.615384615384606,66.83993030493704,78.49547456087485,0.29458900786096365,0.2629179349505223,0.031671072910441356,0,0,0.0,0.0,581000.788505
2019-07-05,14.05,14.2,13.9,14.1,20384,14.179999999999998,14.101956907818353,13.772499999999999,14.379521416426055,13.165478583573943,68.88888888888887,57.05995353662472,71.35030088612481,0.2867989390812422,0.2676941357766663,0.019104803304575924,0,0,0.0,0.0,581000.788505
2019-07-08,13.95,14.05,13.8,13.95,25191,14.1,14.051304605212238,13.804999999999998,14.375876519047587,13.234123480952409,57.499999999999964,38.03996902441648,60.24685693222203,0.2654614328967728,0.2672475952006876,-0.0017861623039147623,0,0,0.0,0.0,581000.788505
2019-07-09,13.95,14.1,13.85,14.0,24138,14.05,14.034203070141492,13.834999999999999,14.380068802996366,13.289931197003632,66.66666666666663,30.915534905166606,50.46974958987022,0.24970741599559076,0.26373955935966825,-0.014032143364077487,0,0,0.0,0.0,581000.788505
2019-07-10,14.1,14.7,14.1,14.65,61150,14.169999999999998,14.239468713427662,13.89,14.523719180710108,13.256280819289893,72.09302325581393,53.943689936777744,51.627729705506056,0.28637070855454283,0.2682657891986432,0.01810491935589964,1,41147,0.0,-580999.4460975,1.3424074999056756
2019-07-11,14.7,15.0,14.6,14.95,94279,14.330000000000002,14.476312475618442,13.95,14.729743547584643,13.170256452415355,74.99999999999997,69.29579329118516,57.51708423406576,0.3357636504904207,0.2817653614569987,0.053998289033421965,0,41147,0.0,0.0,1.3424074999056756
