Date,Open,High,Low,Close,Volume,MA_5,EMA_5,RSI,K,D,macd_dif,macd_dea,macd,bbands_middle,bbands_upper,bbands_lower,MA_10,buy_point,ticker_num,income,expenditure,account
2019-01-02,8.81,9.0,8.77,8.81,1541,,8.81,,50.0,50.0,0.0,0.0,0.0,,,,,0,0,0.0,0.0,500000.0
2019-01-03,8.8,8.86,8.7,8.8,1397,,8.806666666666668,,50.0,50.0,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,,,,,0,0,0.0,0.0,500000.0
2019-01-04,8.76,8.76,8.53,8.6,2274,,8.73777777777778,,50.0,50.0,-0.017368040843825483,-0.003601243496400386,-0.013766797347425096,,,,,0,0,0.0,0.0,500000.0
2019-01-07,8.68,8.74,8.65,8.7,1045,,8.725185185185186,,50.0,50.0,-0.02217535095579848,-0.007316064988280005,-0.014859285967518473,,,,,0,0,0.0,0.0,500000.0
2019-01-08,8.73,8.81,8.73,8.8,1298,8.742,8.750123456790124,,50.0,50.0,-0.01771184348277899,-0.009395220687179802,-0.008316622795599186,,,,,0,0,0.0,0.0,500000.0
2019-01-09,8.88,8.89,8.82,8.87,1529,8.754,8.790082304526749,,50.0,50.0,-0.00842890351408343,-0.009201957252560528,0.0007730537384770982,,,,,0,0,0.0,0.0,500000.0
2019-01-10,8.87,8.89,8.82,8.86,1228,8.766,8.813388203017833,,50.0,50.0,-0.0018576097663718372,-0.00773308775532279,0.005875477988950953,,,,,0,0,0.0,0.0,500000.0
2019-01-11,8.82,8.93,8.82,8.87,1654,8.819999999999999,8.83225880201189,,50.0,50.0,0.004109729890853231,-0.005364524226087586,0.009474254116940816,,,,,0,0,0.0,0.0,500000.0
2019-01-14,8.88,8.88,8.67,8.68,1476,8.815999999999999,8.781505868007926,,50.0,50.0,-0.006418533681301852,-0.005575326117130439,-0.000843207564171413,,,,,0,0,0.0,0.0,500000.0
2019-01-15,8.63,8.75,8.63,8.75,1388,8.806000000000001,8.771003912005284,,51.85185185185193,50.61728395061731,-0.009009981965110825,-0.006262257286726517,-0.002747724678384308,,,,8.774,0,0,0.0,0.0,500000.0
2019-01-16,8.74,8.8,8.72,8.75,1301,8.782,8.764002608003523,,53.086419753086545,51.44032921810705,-0.010937641082454874,-0.007197334045872189,-0.003740307036582685,,,,8.767999999999999,0,0,0.0,0.0,500000.0
2019-01-17,8.8,8.8,8.73,8.75,799,8.76,8.759335072002349,,47.671648256443746,50.18410223088595,-0.01232326983726928,-0.008222521204151607,-0.004100748633117672,,,,8.763,-1,0,0.0,0.0,500000.0
2019-01-18,8.76,8.84,8.76,8.81,1088,8.748,8.7762233813349,,54.58811638148901,51.65210694775364,-0.008482115501726284,-0.008274440063666543,-0.00020767543805974044,,,,8.784,0,0,0.0,0.0,500000.0
2019-01-21,8.85,8.92,8.82,8.88,1628,8.788,8.8108155875566,,69.72541092099267,57.67654160549998,0.00020804376972982652,-0.00657794329698727,0.0067859870667170965,,,,8.802000000000001,0,0,0.0,0.0,500000.0
2019-01-22,8.86,8.9,8.85,8.89,894,8.815999999999999,8.837210391704401,54.44444444444445,79.81694061399511,65.05667460833169,0.007811923042014612,-0.0036999700291868937,0.011511893071201505,,,,8.810999999999998,1,56162,0.0,-499991.6542565001,8.345743499929085
2019-01-23,8.88,8.89,8.83,8.89,854,8.844,8.854806927802935,55.05617977528089,86.54462707599674,72.21932543088671,0.01368035354831143,-0.0002239053136872289,0.01390425886199866,,,,8.812999999999999,1,56162,0.0,0.0,8.345743499929085
2019-01-24,8.9,8.95,8.9,8.95,1244,8.884,8.886537951868624,73.33333333333336,91.02975138399783,78.48946741525708,0.022908550058390986,0.004402585760728415,0.01850596429766257,,,,8.822,1,56162,0.0,0.0,8.345743499929085
2019-01-25,8.95,8.97,8.91,8.96,1230,8.914000000000001,8.91102530124575,69.69696969696982,94.01983425599856,83.66625636217091,0.03067527324938446,0.009657123258459625,0.021018149990924835,,,,8.831,1,56162,0.0,0.0,8.345743499929085
2019-01-28,8.97,9.03,8.95,8.99,1341,8.936,8.937350200830501,66.10169491525424,96.01322283733238,87.7819118538914,0.0388038994161235,0.015486478489992402,0.023317420926131097,,,,8.862,1,56162,0.0,0.0,8.345743499929085
2019-01-29,8.98,8.98,8.9,8.98,1185,8.954,8.951566800553667,60.377358490566166,95.95325966933272,90.50569445903851,0.043932550693014605,0.021175692930596846,0.02275685776241776,8.8295,9.033114832465612,8.625885167534387,8.885000000000002,1,56162,0.0,0.0,8.345743499929085
2019-01-30,8.98,8.98,8.9,8.94,1528,8.964,8.947711200369111,57.14285714285714,88.04291385362907,89.6847675905687,0.044259185731114314,0.02579239149070034,0.018466794240413975,8.836,9.044940182827526,8.627059817172475,8.904,0,56162,0.0,0.0,8.345743499929085
2019-02-11,8.93,9.02,8.7,8.81,1509,8.936000000000002,8.901807466912741,45.58823529411774,58.69527590241938,79.35493702785226,0.033640347818160166,0.027361982756192307,0.006278365061967859,8.8365,9.045140839722235,8.627859160277763,8.91,0,56162,0.0,0.0,8.345743499929085
2019-02-12,8.81,8.86,8.78,8.86,815,8.916,8.887871644608495,66.66666666666667,48.38944319420533,69.03310574996995,0.028925983666207244,0.027674782938195298,0.0012512007280119468,8.849499999999999,9.027766654200944,8.671233345799054,8.915000000000001,0,56162,0.0,0.0,8.345743499929085
2019-02-13,8.86,8.89,8.81,8.83,870,8.884,8.868581096405663,58.00000000000004,35.96333249984052,58.009847999926805,0.022509590286002634,0.026641744407756764,-0.00413215412175413,8.856,9.020972725018408,8.691027274981591,8.91,-1,56162,0.0,0.0,8.345743499929085
2019-02-14,8.85,8.85,8.8,8.82,976,8.852,8.852387397603776,56.862745098039284,25.827406851745494,47.282367617199704,0.01642826111021911,0.024599047748249232,-0.008170786638030121,8.857,9.02084138671288,8.69315861328712,8.903,-1,56162,0.0,0.0,8.345743499929085
2019-02-15,8.85,8.86,8.81,8.82,1018,8.828,8.841591598402518,56.862745098039284,19.07012308634881,37.87828610691607,0.011476470318818599,0.02197453226236311,-0.01049806194354451,8.854499999999998,9.018996200564022,8.690003799435974,8.895999999999999,-1,56162,0.0,0.0,8.345743499929085
2019-02-18,8.82,8.88,8.82,8.86,1319,8.838,8.847727732268346,55.10204081632646,21.972674650158282,32.57641562133014,0.010656959353262607,0.019711017680543008,-0.009054058327280401,8.8545,9.018996200564024,8.690003799435976,8.887,0,56162,0.0,0.0,8.345743499929085
2019-02-19,8.86,8.9,8.83,8.86,841,8.838,8.851818488178898,47.619047619047436,24.452371335399434,29.868400859353237,0.009893445527218603,0.01774750324987813,-0.007854057722659527,8.854,9.018365446490431,8.689634553509567,8.876999999999999,0,56162,0.0,0.0,8.345743499929085
2019-02-20,8.86,8.87,8.82,8.85,878,8.842,8.851212325452599,45.23809523809509,26.557991146676407,28.764930955127625,0.008384784318471006,0.015874959463596704,-0.007490175145125698,8.8625,9.006288038445483,8.718711961554519,8.863,0,56162,0.0,0.0,8.345743499929085
2019-02-21,8.85,8.96,8.85,8.95,1983,8.867999999999999,8.884141550301733,55.769230769230695,51.03866076445094,36.18950755823539,0.015084439675510097,0.015716855505979385,-0.0006324158304692878,8.872499999999999,9.011334433769143,8.733665566230854,8.86,1,56162,0.0,0.0,8.345743499929085
2019-02-22,8.95,9.03,8.91,8.95,5003,8.894,8.906094366867823,50.0,67.35910717630063,46.57937409759047,0.020161554958937344,0.016605795396570977,0.0035557595623663674,8.882499999999999,9.013171343453713,8.751828656546284,8.861,1,56162,0.0,0.0,8.345743499929085
2019-02-25,9.0,9.12,8.95,9.12,4410,8.946,8.977396244578548,62.90322580645158,78.23940478420042,57.132717659793784,0.037470844084598554,0.020778805134176494,0.01669203895042206,8.901,9.054218797802353,8.747781202197647,8.892,1,56162,0.0,0.0,8.345743499929085
2019-02-26,9.12,9.26,9.12,9.19,3780,9.011999999999999,9.048264163052366,65.15151515151518,85.49293652280028,66.58612394746261,0.056189280361575555,0.027860900179656305,0.02832838018191925,8.919999999999998,9.112561678430568,8.727438321569428,8.925,1,56162,0.0,0.0,8.345743499929085
2019-02-27,9.21,9.25,9.17,9.23,3951,9.088,9.108842775368245,68.11594202898557,90.32862434853352,74.50029074781958,0.0734052714006701,0.03696977442385906,0.03643549697681104,8.9375,9.171497863238104,8.703502136761896,8.965,1,56162,0.0,0.0,8.345743499929085
2019-03-04,9.23,9.29,9.2,9.24,2086,9.146,9.152561850245498,72.72727272727289,93.55241623235568,80.85099924266494,0.08685477695664723,0.0469467749304167,0.03990800202623053,8.955,9.222170357637216,8.687829642362784,9.007,1,56162,0.0,0.0,8.345743499929085
2019-03-05,9.2,9.23,9.15,9.15,2058,9.186,9.151707900163665,77.41935483870978,88.00930312926278,83.23710053819755,0.08922285365199478,0.055401990674732324,0.03382086297726246,8.968,9.246323552722364,8.689676447277636,9.04,0,56162,0.0,0.0,8.345743499929085
2019-03-06,9.13,9.16,9.06,9.1,1268,9.181999999999999,9.134471933442445,69.35483870967745,80.04039012036318,82.17153039891943,0.08607279575060645,0.061536151689907156,0.02453664406069929,8.9755,9.259505281641026,8.691494718358975,9.064,0,56162,0.0,0.0,8.345743499929085
2019-03-07,8.96,9.09,8.96,8.99,1117,9.142,9.086314622294964,61.42857142857145,57.9579612296675,74.10034067583545,0.0738489863321341,0.06399871861835255,0.009850267713781558,8.977,9.260978872453565,8.693021127546436,9.077,0,56162,0.0,0.0,8.345743499929085
2019-03-08,8.99,8.99,8.95,8.96,756,9.088,9.044209748196643,59.72222222222228,39.78806610713483,62.66291581960191,0.06103718138795067,0.06340641117227216,-0.002369229784321497,8.9755,9.259505281641026,8.691494718358975,9.088000000000001,-1,56162,0.0,0.0,8.345743499929085
2019-03-11,8.96,8.98,8.91,8.97,824,9.034,9.01947316546443,60.273972602739775,27.715853595232723,51.01389507814552,0.05110158285460997,0.06094544550873973,-0.00984386265412976,8.975,9.259007042166207,8.690992957833792,9.09,-1,56162,0.0,0.0,8.345743499929085
2019-03-12,8.97,9.02,8.96,8.98,2084,9.0,9.006315443642954,58.571428571428655,20.858188111107484,40.96199275579951,0.043532648586554146,0.057462886124302615,-0.013930237537748469,8.977,9.260555990943585,8.693444009056416,9.093,-1,56162,0.0,0.0,8.345743499929085
2019-03-13,8.98,8.99,8.9,8.92,873,8.964000000000002,8.977543629095303,53.947368421052666,13.905458740738323,31.943148084112444,0.032320148535099236,0.05243433860646194,-0.020114190071362704,8.9825,9.257008651958364,8.707991348041636,9.072999999999999,-1,56162,0.0,0.0,8.345743499929085
2019-03-14,8.92,8.95,8.87,8.87,1613,8.940000000000001,8.941695752730201,51.24999999999997,9.270305827158882,24.385533998461256,0.019178501502931766,0.04578317118575591,-0.026604669682824142,8.983,9.256649410743014,8.709350589256987,9.041,-1,0,495952.59554049995,0.0,495960.9412839999
2019-03-15,8.86,8.91,8.8,8.8,2129,8.908000000000001,8.894463835153468,40.25974025974035,6.180203884772588,18.3170906272317,0.003079735292509156,0.037242484007106565,-0.03416274871459741,8.9815,9.258792264587381,8.70420773541262,8.998000000000001,-1,0,0.0,0.0,495960.9412839999
2019-03-18,8.81,8.83,8.77,8.82,1910,8.878,8.86964255676898,41.77215189873423,6.342358145403908,14.325513133289101,-0.0079729132802413,0.028199404549636993,-0.036172317829878294,8.9815,9.258792264587381,8.70420773541262,8.956,-1,0,0.0,0.0,495960.9412839999
2019-03-19,8.82,8.89,8.81,8.82,1573,8.846,8.853095037845987,25.80645161290328,7.737010693427101,12.1293456533351,-0.016541536369661713,0.019251216365777254,-0.03579275273543897,8.9815,9.258792264587381,8.70420773541262,8.923,-1,0,0.0,0.0,495960.9412839999
2019-03-20,8.82,8.86,8.77,8.83,1966,8.828,8.845396691897324,17.857142857142833,10.713562684506847,11.657417997059017,-0.022268616723255974,0.010947249747970608,-0.03321586647122658,8.98,9.260214203779892,8.699785796220109,8.895999999999999,0,0,0.0,0.0,495960.9412839999
2019-03-21,8.8,8.83,8.8,8.83,1313,8.82,8.840264461264884,11.538461538461341,12.697930678560011,12.004255557559349,-0.02650187208036492,0.0034574253823035023,-0.02995929746266842,8.9785,9.261574195220968,8.695425804779033,8.88,0,0,0.0,0.0,495960.9412839999
2019-03-22,8.9,8.9,8.83,8.84,1526,8.828,8.840176307509923,11.538461538461341,15.872694526447269,13.29373521385532,-0.028718788703965714,-0.002977817434950341,-0.025740971269015374,8.978,9.262014084157807,8.693985915842193,8.867999999999999,0,0,0.0,0.0,495960.9412839999
2019-03-25,8.8,8.8,8.65,8.66,2097,8.796000000000001,8.78011753833995,9.83606557377032,10.581796350964845,12.389755592891829,-0.04448738390816409,-0.011279730729593093,-0.033207653178570995,8.9635,9.279555374894967,8.647444625105033,8.837,-1,0,0.0,0.0,495960.9412839999
2019-03-26,8.66,8.7,8.63,8.63,1866,8.758,8.730078358893302,10.169491525423576,7.05453090064323,10.611347362142297,-0.058727880049252335,-0.020769360593524945,-0.03795851945572739,8.947500000000002,9.29545833083862,8.599541669161383,8.802000000000001,-1,0,0.0,0.0,495960.9412839999
2019-03-27,8.6,8.63,8.56,8.58,1600,8.708,8.680052239262201,11.320754716980943,4.70302060042882,8.641905108237804,-0.07320430431877512,-0.031256349338574976,-0.04194795498020014,8.9205,9.293620623927435,8.547379376072566,8.768,-1,0,0.0,0.0,495960.9412839999
2019-03-28,8.58,8.61,8.54,8.61,1169,8.664,8.656701492841467,16.98113207547141,6.981500913106314,8.088437043193974,-0.0813188326858505,-0.04126884600803008,-0.040049986677820414,8.8915,9.266481332868715,8.516518667131287,8.742,-1,0,0.0,0.0,495960.9412839999
2019-03-29,8.6,8.69,8.59,8.65,1861,8.626000000000001,8.654467661894312,21.42857142857134,13.628692916429895,9.935189000939282,-0.08355877562090086,-0.04972683193060423,-0.03383194369029663,8.8625,9.217457743963978,8.507542256036023,8.727,0,0,0.0,0.0,495960.9412839999
2019-04-01,8.65,8.68,8.6,8.6,1494,8.614,8.636311774596209,18.33333333333325,11.649897841722442,10.506758614533668,-0.08835008389627141,-0.057451482323737674,-0.03089860157253374,8.8305,9.15788203982503,8.503117960174972,8.705,-1,0,0.0,0.0,495960.9412839999
2019-04-02,8.61,8.63,8.57,8.61,1966,8.61,8.627541183064139,21.81818181818172,11.612752407302063,10.875423212123133,-0.0902993985405498,-0.0640210655671001,-0.026278332973449697,8.8035,9.109393772411266,8.497606227588733,8.684000000000001,0,0,0.0,0.0,495960.9412839999
2019-04-03,8.61,8.65,8.6,8.64,2500,8.622,8.63169412204276,28.301886792452933,15.434142630509136,12.394996351585135,-0.08840442399073467,-0.06889773725182702,-0.019506686738907653,8.7805,9.061958700345176,8.499041299654824,8.665000000000001,0,0,0.0,0.0,495960.9412839999
2019-04-08,8.67,8.76,8.64,8.7,1577,8.64,8.654462748028507,40.38461538461524,43.62276175367276,22.804251485614344,-0.0811259747110693,-0.07134338474367548,-0.009782589967393826,8.766,9.032263027850275,8.499736972149725,8.652,0,0,0.0,0.0,495960.9412839999
2019-04-09,8.7,8.7,8.67,8.68,1660,8.646,8.66297516535234,36.53846153846147,56.859618946893036,34.156040639373906,-0.07609441502231817,-0.07229359079940402,-0.0038008242229141537,8.751999999999999,9.005108672312893,8.498891327687105,8.636,1,57057,0.0,-495960.498033,0.44325099990237504
2019-04-10,8.68,8.72,8.67,8.68,1119,8.662,8.668650110234893,36.53846153846147,65.68419040903989,44.66542389592923,-0.07128513703229977,-0.07209190004598318,0.0008067630136834036,8.7375,8.971497863238099,8.503502136761902,8.638,1,57057,0.0,0.0,0.44325099990237504
2019-04-11,8.69,8.85,8.69,8.75,1842,8.690000000000001,8.695766740156596,43.103448275862064,77.12279360602659,55.48454713262835,-0.06112077237308711,-0.06989767451140397,0.008776902138316861,8.726,8.932145579627592,8.51985442037241,8.65,1,57057,0.0,0.0,0.44325099990237504
2019-04-12,8.76,8.77,8.71,8.73,1813,8.708,8.707177826771066,41.66666666666669,80.30408462624005,63.75772629716558,-0.05405614738512021,-0.06672936908614721,0.012673221701026999,8.7165,8.902540318210853,8.530459681789146,8.665000000000001,1,57057,0.0,0.0,0.44325099990237504
2019-04-15,8.74,8.91,8.73,8.83,3043,8.734,8.74811855118071,49.27536231884059,86.86938975082671,71.46161411505263,-0.03992795233887847,-0.06136908573669347,0.021441133397814997,8.7145,8.89466381434682,8.534336185653178,8.687000000000001,1,57057,0.0,0.0,0.44325099990237504
