Date,Open,High,Low,Close,Volume,MA_5,EMA_5,RSI,K,D,macd_dif,macd_dea,macd,bbands_middle,bbands_upper,bbands_lower,MA_10,buy_point,ticker_num,income,expenditure,account
2019-04-16,8.8,8.85,8.8,8.82,1728,8.761999999999999,8.772079034120473,65.38461538461542,89.73110831873299,77.55144551627941,-0.02920155505377231,-0.05493557960010924,0.025734024546336928,8.7155,8.897760802148998,8.533239197851003,8.703999999999999,1,57057,0.0,0.0,0.44325099990237504
2019-04-17,8.82,8.93,8.79,8.9,3279,8.806000000000001,8.814719356080317,73.68421052631574,93.15407221248867,82.7523210816825,-0.014083134901010652,-0.04676509066028953,0.032681955759278875,8.7195,8.913868207276797,8.525131792723203,8.734,1,57057,0.0,0.0,0.44325099990237504
2019-04-18,8.9,8.91,8.81,8.81,2083,8.818,8.813146237386878,68.8524590163935,81.79968450529553,82.43477555622017,-0.009257214440573591,-0.03926351541634634,0.030006300975772747,8.719,8.912380454027794,8.525619545972205,8.754000000000001,0,57057,0.0,0.0,0.44325099990237504
2019-04-19,8.81,8.91,8.81,8.89,2107,8.85,8.83876415825792,71.2121212121213,86.3513048217122,83.74028531138418,0.0010110390761877142,-0.031208604517839526,0.032219643594027236,8.722,8.92385143051263,8.520148569487368,8.779,1,57057,0.0,0.0,0.44325099990237504
2019-04-22,8.95,9.09,8.92,8.93,3564,8.870000000000001,8.86917610550528,71.2121212121212,90.90086988114147,86.12714683463662,0.012235328423209069,-0.022519817929629808,0.03475514635283888,8.727,8.943711790173023,8.510288209826978,8.802,1,57057,0.0,0.0,0.44325099990237504
2019-04-23,8.95,8.95,8.81,8.9,1003,8.886000000000001,8.87945073700352,73.43750000000017,88.9339132540944,87.06273564112254,0.018496690978016872,-0.014316516148100474,0.03281320712611735,8.73,8.954410338442765,8.505589661557236,8.824000000000002,1,57057,0.0,0.0,0.44325099990237504
2019-04-24,8.9,8.91,8.81,8.81,1257,8.867999999999999,8.85630049133568,63.888888888889014,72.622608836063,82.24936003943603,0.016012041230609952,-0.008250804672358388,0.02426284590296834,8.7375,8.96207738087349,8.512922619126511,8.837,0,57057,0.0,0.0,0.44325099990237504
2019-04-25,8.81,8.87,8.8,8.84,1341,8.874,8.850866994223788,63.88888888888893,56.74840589070854,73.7490419898602,0.01627606731192266,-0.0033454302755021787,0.01962149758742484,8.748000000000001,8.971123284307122,8.52487671569288,8.846,0,57057,0.0,0.0,0.44325099990237504
2019-04-26,8.84,8.84,8.78,8.79,859,8.854000000000001,8.830577996149191,56.338028169014095,37.832270593805696,61.77678485784203,0.012308839115663162,-0.00021457639726911058,0.012523415512932273,8.7585,8.9683833009079,8.548616699092099,8.852,0,57057,0.0,0.0,0.44325099990237504
2019-04-29,8.79,8.81,8.71,8.73,1251,8.814,8.797051997432796,53.3333333333334,25.221513729203796,49.59169448162929,0.00427401543921313,0.0006831419700273376,0.0035908734691857927,8.7645,8.963645675323358,8.565354324676642,8.842,-1,57057,0.0,0.0,0.44325099990237504
2019-04-30,8.73,8.86,8.73,8.77,1150,8.788,8.788034664955198,55.69620253164559,23.48100915280241,40.88813270535366,0.0011211021264490029,0.0007707340013116706,0.00035036812513733224,8.7705,8.96259112420931,8.578408875790691,8.837,-1,57057,0.0,0.0,0.44325099990237504
2019-05-02,8.82,8.92,8.82,8.87,1183,8.8,8.815356443303465,57.3170731707317,38.98733943520149,40.25453494863627,0.006615302783098187,0.001939647757668974,0.004675655025429213,8.784,8.963822134343902,8.6041778656561,8.834,0,57057,0.0,0.0,0.44325099990237504
2019-05-03,8.95,8.99,8.9,8.9,1583,8.812,8.84357096220231,60.240963855421725,54.32489295680109,44.94465428469121,0.01323765027439805,0.004199248261014789,0.00903840201338326,8.7985,8.96622298590234,8.630777014097662,8.843,0,57057,0.0,0.0,0.44325099990237504
2019-05-06,8.84,8.84,8.72,8.74,1650,8.802,8.809047308134874,44.94382022471909,38.17737961825951,42.68889606254731,0.005511709986677715,0.004461740606147374,0.0010499693805303412,8.8035,8.957418809766695,8.649581190233304,8.828,-1,57057,0.0,0.0,0.44325099990237504
2019-05-07,8.77,8.78,8.69,8.7,2293,8.796000000000001,8.77269820542325,43.47826086956515,25.451586412173004,36.943126179089205,-0.0037950718340340472,0.00281037811811109,-0.006605449952145137,8.803500000000001,8.957418809766697,8.649581190233306,8.805,-1,57057,0.0,0.0,0.44325099990237504
2019-05-08,8.65,8.65,8.61,8.64,1270,8.77,8.728465470282167,35.555555555555515,16.967724274782004,30.28465887765347,-0.015829786117111055,-0.0009176547289333394,-0.014912131388177716,8.8015,8.962655204694098,8.640344795305904,8.779,-1,57057,0.0,0.0,0.44325099990237504
2019-05-09,8.65,8.67,8.52,8.52,1383,8.7,8.658976980188111,34.40860215053755,11.311816183188002,23.960377979498315,-0.03465094646861466,-0.007664313076869604,-0.02698663339174506,8.7935,8.98999681931267,8.597003180687329,8.75,-1,0,483974.53404299996,0.0,483974.97729399987
2019-05-10,8.52,8.6,8.48,8.48,1107,8.616,8.599317986792075,26.966292134831377,7.541210788792001,18.487322249262878,-0.05219287043097509,-0.0165700245476907,-0.03562284588328439,8.78,9.01908157603629,8.540918423963708,8.714,-1,0,0.0,0.0,483974.97729399987
2019-05-13,8.5,8.57,8.37,8.4,1182,8.548,8.532878657861383,21.505376344085995,5.027473859194667,14.00070611924014,-0.07172351888660167,-0.027600723415472893,-0.044122795471128774,8.7635,9.054104542290718,8.472895457709283,8.675,-1,0,0.0,0.0,483974.97729399987
2019-05-14,8.4,8.4,8.25,8.3,1289,8.468,8.455252438574256,19.999999999999964,3.351649239463111,10.451020492647798,-0.09418515492578017,-0.040917609717534345,-0.05326754520824582,8.737,9.088744225254656,8.385255774745344,8.632,-1,0,0.0,0.0,483974.97729399987
2019-05-15,8.33,8.38,8.26,8.3,1527,8.400000000000002,8.40350162571617,21.978021978021935,2.234432826308741,7.712157937201445,-0.11070996772085273,-0.054876081318198024,-0.05583388640265471,8.711,9.108285791339181,8.31371420866082,8.584999999999999,-1,0,0.0,0.0,483974.97729399987
2019-05-16,8.3,8.33,8.12,8.12,3293,8.32,8.30900108381078,16.037735849056588,1.4896218842058273,5.637979252869572,-0.13675408067743966,-0.07125168119004635,-0.06550239948739331,8.672,9.135102580429004,8.208897419570997,8.51,-1,0,0.0,0.0,483974.97729399987
2019-05-17,8.19,8.24,7.9,7.96,5144,8.216000000000001,8.192667389207188,14.529914529914533,0.9930812561372182,4.089679920625454,-0.1683640941827136,-0.0906741637885798,-0.07768993039413379,8.6295,9.181604156839995,8.077395843160005,8.416,-1,0,0.0,0.0,483974.97729399987
2019-05-20,7.99,8.0,7.93,7.97,1140,8.129999999999999,8.118444926138125,16.071428571428545,1.1522502491895072,3.110536696813472,-0.19041337434573435,-0.11062200590001071,-0.07979136844572364,8.5835,9.19158798705451,7.975412012945491,8.338999999999999,-1,0,0.0,0.0,483974.97729399987
2019-05-21,8.0,8.2,8.0,8.2,2515,8.11,8.14562995075875,28.244274809160302,15.053881118507261,7.091651504044735,-0.1871709200649576,-0.1259317887330001,-0.06123913133195752,8.547,9.155148008300618,7.938851991699384,8.289,0,0,0.0,0.0,483974.97729399987
2019-05-22,8.2,8.26,8.18,8.2,817,8.09,8.163753300505833,22.314049586776882,25.420536130286834,13.201279712792102,-0.18249753371887856,-0.1372449377301758,-0.045252595988702765,8.512,9.11541030816519,7.908589691834811,8.245000000000001,0,0,0.0,0.0,483974.97729399987
2019-05-23,8.2,8.2,8.04,8.06,911,8.078,8.129168867003889,18.18181818181815,24.5227816626155,16.97511369606657,-0.18792439588398757,-0.14738082936093816,-0.04054356652304941,8.474499999999999,9.09222081072278,7.856779189277217,8.199000000000002,-1,0,0.0,0.0,483974.97729399987
2019-05-24,8.09,8.11,8.02,8.04,949,8.094,8.099445911335927,20.338983050847407,24.191658363312197,19.380628585148443,-0.19163006400896876,-0.1562306762905443,-0.03539938771842446,8.4345,9.05596520417479,7.81303479582521,8.155,-1,0,0.0,0.0,483974.97729399987
2019-05-27,8.02,8.07,8.0,8.01,907,8.102,8.069630607557286,20.512820512820483,21.02973302652183,19.93033006560624,-0.19474270924638937,-0.16393308288171332,-0.030809626364676046,8.3955,9.020719161574576,7.770280838425424,8.116,-1,0,0.0,0.0,483974.97729399987
2019-05-28,8.01,8.06,7.99,8.06,955,8.074000000000002,8.06642040503819,25.0,27.90871090657022,22.589790345927568,-0.1909734972899919,-0.16934116576336905,-0.02163233152662286,8.362,8.983726628028764,7.740273371971235,8.092,-1,0,0.0,0.0,483974.97729399987
2019-05-29,8.06,8.06,8.0,8.01,673,8.036,8.047613603358794,26.60550458715597,25.550251715491253,23.576610802448798,-0.18983267883651855,-0.17343946837799895,-0.016393210458519603,8.324,8.93412785545328,7.713872144546719,8.062999999999999,-1,0,0.0,0.0,483974.97729399987
2019-05-30,8.01,8.02,7.98,8.01,1303,8.026,8.03507573557253,27.619047619047603,22.830602592936213,23.327941399277936,-0.18677553983352446,-0.17610668266910406,-0.010668857164420398,8.281,8.85104912069051,7.710950879309491,8.052,-1,0,0.0,0.0,483974.97729399987
2019-05-31,8.1,8.15,8.02,8.13,1356,8.044,8.066717157048354,37.61467889908261,36.27303330757174,27.64297203537587,-0.17267919970487,-0.17542118607625726,0.002741986371387256,8.2425,8.739445671074842,7.7455543289251585,8.068999999999999,0,0,0.0,0.0,483974.97729399987
2019-06-03,8.1,8.1,7.99,8.03,877,8.048,8.054478104698903,37.61467889908255,27.69079413487232,27.65891273520802,-0.1676444124279488,-0.17386583134659558,0.006221418918646776,8.207,8.655825132986141,7.75817486701386,8.075,-1,0,0.0,0.0,483974.97729399987
2019-06-04,8.03,8.06,7.99,8.0,710,8.036,8.036318736465937,36.60714285714286,18.460529423248214,24.592784964554752,-0.16418246328018604,-0.1719291577333137,0.007746694453127645,8.172,8.567605864466175,7.776394135533827,8.055,-1,0,0.0,0.0,483974.97729399987
2019-06-05,8.06,8.06,7.99,8.0,860,8.034,8.024212490977291,43.6170212765958,12.30701961549881,20.49752984820277,-0.15959908473672257,-0.1694631431339955,0.009864058397272918,8.14,8.478408037729649,7.8015919622703525,8.035,-1,0,0.0,0.0,483974.97729399987
2019-06-06,8.0,8.0,7.96,7.97,1004,8.026,8.006141660651528,50.617283950617264,8.204679743665872,16.39991314669047,-0.15658248804612462,-0.16688701211642132,0.010304524070296694,8.1125,8.4098129664176,7.815187033582402,8.026,0,0,0.0,0.0,483974.97729399987
2019-06-10,7.98,8.0,7.96,7.97,776,7.994,7.994094440434352,50.0,5.469786495777249,12.756537596386062,-0.15243464177233967,-0.163996538047605,0.011561896275265326,8.087,8.337687055908425,7.836312944091574,8.019,-1,0,0.0,0.0,483974.97729399987
2019-06-11,7.98,8.04,7.97,8.0,1277,7.9879999999999995,7.996062960289569,33.333333333333485,9.896524330518176,11.803199841096767,-0.14505459535530107,-0.16020814950914422,0.015153554153843146,8.067,8.274759476318254,7.859240523681747,8.018,0,0,0.0,0.0,483974.97729399987
2019-06-12,8.0,8.03,7.96,7.99,815,7.986,7.99404197352638,32.7868852459018,10.764349553678853,11.456916411957462,-0.1384171846826323,-0.15584995654384184,0.017432771861209534,8.051499999999999,8.231863521810913,7.871136478189086,8.011,0,0,0.0,0.0,483974.97729399987
