,Date,ticker_num,price,price(with_tax),tax,spend,profit,profit_rate,profit_sum,profit_sum_rate,account
0,2016-05-19,106685,4.68,4.686669,711.482265,-499997.28226500005,,,,,2.7177349999547005
1,2016-06-13,-106685,4.84,4.818582999999999,2284.872645,514070.5273549999,14073.245089999866,2.814664317023428,14073.245089999866,2.814649017999973,514073.24508999987
2,2016-06-28,104126,4.93,4.93702525,731.5111815,-514072.6911815,,,,,0.5539084998890758
3,2016-08-09,-104126,5.38,5.3561935,2478.875619,557719.004381,43646.31319949997,8.490299902760265,57719.55828949984,11.543911657899967,557719.5582894998
4,2016-12-20,59500,9.36,9.373338,793.611,-557713.611,,,,,5.947289499803446
5,2017-02-03,-59500,16.95,16.87499625,4462.7231249999995,1004062.276875,446348.66587499995,80.03187605098631,504068.2241644998,100.81364483289997,1004068.2241644998
6,2017-04-25,91985,10.9,10.915532500000001,1428.7570125000002,-1004065.2570125001,,,,,2.9671519997064024
7,2017-05-03,-91985,10.75,10.70243125,4375.61146875,984463.13853125,-19602.11848125013,-1.9522753470799654,484466.10568324965,96.89322113664993,984466.1056832497
8,2017-05-04,88965,11.05,11.06574625,1400.8651312500003,-984464.11513125,,,,,1.9905519996536896
9,2017-05-08,-88965,10.35,10.30420125,4074.48579375,916713.26420625,-67750.85092500004,-6.8820031003331605,416715.2547582496,83.34305095164993,916715.2547582496
10,2017-05-11,86768,10.55,10.565033750000001,1304.4484200000002,-916706.8484200002,,,,,8.406338249449618
11,2017-05-22,-86768,10.4,10.35398,3993.0633600000006,898394.13664,-18312.71178000013,-1.9976628091699324,398402.5429782495,79.6805085956499,898402.5429782495
12,2017-07-24,76677,11.7,11.7166725,1278.3972825,-898399.2972825,,,,,3.2456957495305687
13,2017-07-28,-76677,12.7,12.6438025,4309.0557075,969488.8442924999,71089.54700999998,7.912912134396517,469492.08998824947,93.8984179976499,969492.0899882495
14,2017-09-27,75633,12.8,12.818240000000001,1379.5459200000003,-969481.9459200001,,,,,10.144068249384873
15,2017-11-06,-75633,13.6,13.539819999999999,4551.59394,1024057.2060599999,54575.260139999795,5.629321966198146,524067.35012824927,104.81347002564985,1024067.3501282493
16,2018-03-23,45248,22.6,22.632205000000003,1457.2118400000002,-1024062.0118400002,,,,,5.338288249098696
17,2018-03-29,-45248,21.1,21.006632500000002,4224.69264,950508.1073600001,-73553.90448000003,-7.182563519551014,450513.44564824924,90.10268912964985,950513.4456482492
18,2018-03-30,42278,22.45,22.48199125,1352.5260675,-950493.6260675,,,,,19.81958074925933
19,2018-04-24,-42278,24.65,24.540923749999997,4611.5256975,1037541.1743024999,87047.54823499988,9.158141185558897,537560.9938832491,107.51219877664981,1037560.9938832491
20,2018-08-21,28002,37.0,37.052725,1476.40545,-1037550.4054500001,,,,,10.588433249038644
21,2018-09-03,-28002,36.45,36.288708750000005,4516.477582500001,1016156.4224175002,-21393.983032499906,-2.0619704758556803,516167.0108507492,103.23340217014984,1016167.0108507492
22,2018-09-12,29757,34.1,34.1485925,1445.9670225000002,-1016159.6670225,,,,,7.343828249257058
23,2018-10-01,-29757,37.2,37.03539,4898.2997700000005,1102062.10023,85902.43320750003,8.453635387754272,602069.4440582492,120.41388881164985,1102069.4440582492
24,2018-10-25,29783,36.95,37.00265375,1568.1866362500002,-1102050.03663625,,,,,19.4074219991453
25,2018-10-29,-29783,33.9,33.7499925,4467.6733724999995,1005176.0266275,-96874.01000875013,-8.790345881611273,505195.4340494991,101.03908680989981,1005195.4340494991
26,2018-10-31,27882,36.0,36.0513,1430.3465999999999,-1005182.3465999999,,,,,13.08744949917309
27,2018-11-12,-27882,37.2,37.03539,4589.65602,1032620.74398,27438.397380000097,2.729693520067247,532633.8314294992,106.52676628589984,1032633.8314294992
28,2018-12-11,27682,37.25,37.30308125,1469.3951625000002,-1032623.8951625,,,,,9.936266999226063
29,2018-12-14,-27682,32.4,32.25663,3968.76834,892928.03166,-139695.8635025,-13.528242388824113,392937.9679269992,78.58759358539984,892937.9679269992
30,2019-01-07,33647,26.5,26.5377625,1270.5948375,-892916.0948375,,,,,21.87308949918952
31,2019-01-10,-33647,25.85,25.735613750000002,3848.75415375,865926.19584625,-26989.898991249967,-3.0226691116102913,365948.06893574924,73.18961378714984,865948.0689357492
32,2019-06-05,39848,21.7,21.7309225,1232.19978,-865933.7997799999,,,,,14.269155749352649
33,2019-06-11,-39848,20.3,20.2101725,3579.4462200000003,805334.95378,-60598.8459999999,-6.998092234694582,305349.22293574933,61.069844587149866,805349.2229357493
34,2019-07-01,40514,19.85,19.878286250000002,1145.9891325,-805348.8891325,,,,,0.333803249290213
35,2019-07-08,-40514,18.95,18.86614625,3397.2508275,764343.0491725,-41005.83996000001,-5.091686412353582,264343.3829757493,52.868676595149864,764343.3829757493
36,2019-07-10,40277,18.95,18.977003749999998,1087.63003875,-764336.7800387499,,,,,6.602936999406666
