,Date,ticker_num,price,price(with_tax),tax,spend,profit,profit_rate,profit_sum,profit_sum_rate,account
0,2019-01-22,56162,8.89,8.902668250000001,711.4742565,-499991.6542565001,,,,,8.345743499929085
1,2019-03-14,-56162,8.87,8.83075025,2204.3444595,495952.59554049995,-4039.058716000116,-0.8078252270042978,-4039.058716000116,-0.8078117432000231,495960.9412839999
2,2019-04-09,57057,8.68,8.692369,705.738033,-495960.498033,,,,,0.44325099990237504
3,2019-05-09,-57057,8.52,8.482299,2151.1059569999998,483974.53404299996,-11985.963990000018,-2.4167174679307832,-16025.022706000134,-3.2050045412000268,483974.97729399987
4,2019-06-17,59812,8.08,8.091514,688.675368,-483969.635368,,,,,5.341925999848172
5,2019-07-31,-59812,8.73,8.69136975,2310.552513,519848.207487,35878.57211899996,7.413393216646469,19853.549412999826,3.9707098825999654,519853.5494129998
6,2019-09-03,64566,8.04,8.051457,739.7326619999999,-519850.37266199995,,,,,3.1767509998753667
7,2019-10-03,-64566,7.65,7.616148750000001,2185.6398075,491744.2601925,-28106.11246949993,-5.406577343703121,-8252.563056500105,-1.6505126113000208,491747.4369434999
8,2019-10-21,63938,7.68,7.690944,699.737472,-491743.577472,,,,,3.8594714999198914
9,2019-11-14,-63938,7.33,7.29756475,2073.8450144999997,466591.6949855,-25151.882486499962,-5.114837008304825,-33404.44554300007,-6.680889108600013,466595.55445699993
10,2019-11-29,63913,7.29,7.30038825,663.9442222499999,-466589.71422225,,,,,5.8402347499504685
11,2019-12-27,-63913,7.2,7.16814,2036.26818,458137.33182,-8452.382402249961,-1.811523517259502,-41856.82794525003,-8.371365589050006,458143.17205475
12,2020-01-03,62498,7.32,7.330431,651.916638,-458137.276638,,,,,5.895416749990545
13,2020-01-30,-62498,6.67,6.64048525,1844.6128455,415017.04715450003,-43120.22948349995,-9.412076179422455,-84977.05742874998,-16.995411485749994,415022.94257125
14,2020-02-17,62792,6.6,6.609405,590.55876,-415017.75876,,,,,5.183811250026338
15,2020-02-25,-62792,6.91,6.87942325,1919.975286,431972.74471400003,16954.985954000033,4.085363962414173,-68022.07147474994,-13.60441429494999,431977.92852525006
16,2020-03-27,83274,5.18,5.1873815,614.687031,-431974.007031,,,,,3.9214942500693724
17,2020-05-05,-83274,6.43,6.401547249999999,2369.3743034999998,533082.4456964999,101108.43866549991,23.406139494463613,33086.36719074997,6.617273438149994,533086.36719075
18,2020-05-19,82531,6.45,6.45919125,758.56305375,-533083.51305375,,,,,2.854136999929324
19,2020-05-25,-82531,6.53,6.5011047500000005,2384.75387775,536542.67612225,3459.163068499998,0.6488970271626494,36545.530259249965,7.309106051849993,536545.53025925
20,2020-05-26,81056,6.61,6.61941925,763.4867280000001,-536543.646728,,,,,1.8835312499431893
21,2020-06-11,-81056,6.54,6.5110605,2345.720112,527760.519888,-8783.12684000004,-1.636982730773557,27762.403419249924,5.552480683849985,527762.4034192499
22,2020-07-08,79249,6.65,6.65947625,750.98333625,-527756.83333625,,,,,5.570082999882288
23,2020-07-14,-79249,6.34,6.3119455,2223.2910705,500215.3689295,-27541.46440675005,-5.218589825288446,220.9390124998754,0.04418780249997508,500220.9390124999
24,2020-08-06,78292,6.38,6.3890915,711.7917180000001,-500214.751718,,,,,6.187294499890413
25,2020-08-19,-78292,8.24,8.203538,2854.6829040000002,642271.397096,142056.64537800004,28.39913155101943,142277.58439049986,28.455516878099974,642277.5843904999
26,2020-08-26,66739,9.61,9.62369425,913.9405507499999,-642275.73055075,,,,,1.853839749819599
27,2020-08-28,-66739,9.21,9.16924575,2719.8978907500004,611946.29210925,-30329.438441500068,-4.722183479592579,111948.1459489998,22.389629189799958,611948.1459489998
28,2020-08-31,60502,10.1,10.1143925,870.775035,-611940.975035,,,,,7.1709139997838065
29,2020-09-08,-60502,11.25,11.20021875,3011.8651875,677635.6348125,65694.65977749997,10.735456924377807,177642.80572649976,35.52856114529995,677642.8057264998
30,2020-10-05,66667,10.15,10.164463750000001,964.2548212500001,-677634.30482125,,,,,8.500905249733478
31,2020-10-28,-66667,11.45,11.399333749999998,3377.76688875,759959.3831112499,82325.07828999986,12.14889472157346,259967.88401649962,51.99357680329992,759967.8840164996
32,2020-11-03,64586,11.75,11.76674375,1081.4118375,-759966.9118374999,,,,,0.9721789996838197
