,Date,ticker_num,price,price(with_tax),tax,spend,profit,profit_rate,profit_sum,profit_sum_rate,account
0,2013-03-21,2124,235.0,235.334875,711.2745000000001,-499851.2745,,,,,148.72550000000047
1,2013-03-28,-2124,222.0,221.01765,2086.5114000000003,469441.4886,-30409.785900000017,-6.08376680251918,-30409.785900000017,-6.081957180000003,469590.2141
2,2013-04-11,2309,203.0,203.289275,667.935975,-469394.93597500003,,,,,195.27812499995343
3,2013-04-16,-2309,187.5,186.6703125,1915.7484375000001,431021.75156249997,-38373.184412500064,-8.175031614432205,-68782.97031250008,-13.756594062500016,431217.0296874999
4,2013-04-22,2266,190.0,190.27075,613.5195,-431153.5195,,,,,63.51018749992363
5,2013-06-05,-2266,182.0,181.19465,1824.9231,410587.0769,-20566.44260000001,-4.770097348121035,-89349.41291250009,-17.86988258250002,410650.5870874999
6,2013-06-20,2370,173.0,173.246525,584.2642500000001,-410594.26425,,,,,56.32283749990165
7,2013-06-25,-2370,160.0,159.292,1677.9599999999998,377522.04,-33072.22425000003,-8.054721443907756,-122421.63716250012,-24.484327432500024,377578.3628374999
8,2013-07-01,2313,163.0,163.23227500000002,537.252075,-377556.252075,,,,,22.1107624998549
9,2013-07-19,-2313,183.5,182.68801249999999,1878.1270875,422557.37291249994,45001.12083749991,11.919050628927373,-77420.51632500021,-15.48410326500004,422579.4836749998
10,2013-07-23,2220,190.0,190.27075,601.0649999999999,-422401.065,,,,,178.4186749997898
11,2013-08-19,-2220,188.0,187.1681,1846.818,415513.18200000003,-6887.8829999999725,-1.6306500079491921,-84308.39932500018,-16.86167986500004,415691.6006749998
12,2013-08-23,2196,189.0,189.269325,591.4377000000001,-415635.4377,,,,,56.1629749998101
13,2013-10-07,-2196,205.0,204.092875,1992.0465000000002,448187.9535,32552.515799999994,7.831987565866787,-51755.88352500019,-10.351176705000038,448244.1164749998
14,2013-12-03,2194,204.0,204.29070000000002,637.7958,-448213.7958,,,,,30.320674999791663
15,2014-01-06,-2194,207.0,206.084025,2009.64915,452148.35085,3934.5550499999663,0.8778299746390729,-47821.32847500022,-9.564265695000044,452178.6715249998
16,2014-01-21,2321,194.5,194.7771625,643.2941625000001,-452077.7941625,,,,,100.87736249977024
17,2014-02-13,-2321,185.0,184.181375,1900.0286250000001,427484.971375,-24592.822787499987,-5.43995372147389,-72414.1512625002,-14.482830252500042,427585.8487374998
18,2014-03-03,2372,180.0,180.2565,608.418,-427568.41799999995,,,,,17.430737499846146
19,2014-04-18,-2372,177.5,176.7145625,1863.05775,419166.94225,-8401.475749999925,-1.964943011763775,-80815.62701250013,-16.163125402500025,419184.37298749987
20,2014-05-19,2319,180.5,180.7572125,596.4757875,-419175.97578750004,,,,,8.397199999832083
21,2014-06-18,-2319,184.0,183.1858,1888.1298000000002,424807.8702,5631.894412499969,1.3435632616872681,-75183.73260000016,-15.036746520000033,424816.26739999984
22,2014-06-20,2256,188.0,188.2679,604.3824000000001,-424732.3824,,,,,83.88499999983469
23,2014-07-17,-2256,176.0,175.2212,1756.9728,395299.0272,-29433.35519999999,-6.9298589934874695,-104617.08780000015,-20.923417560000033,395382.91219999985
24,2014-07-30,2236,176.5,176.7515125,562.3819500000001,-395216.38194999995,,,,,166.5302499998943
25,2014-10-09,-2236,168.5,167.7543875,1667.18955,375098.81045,-20117.57149999996,-5.090267615107386,-124734.65930000012,-24.946931860000024,375265.3406999999
26,2014-10-20,2342,160.0,160.228,533.976,-375253.976,,,,,11.364699999860022
27,2014-11-21,-2342,154.5,153.8163375,1601.1375750000002,360237.862425,-15016.113575000025,-4.001586801308142,-139750.77287500014,-27.95015457500003,360249.22712499986
28,2014-11-28,2335,154.0,154.21945,512.41575,-360102.41575,,,,,146.8113749998738
29,2015-01-29,-2335,163.0,162.278725,1684.177125,378920.822875,18818.407125000027,5.22584862026159,-120932.36575000011,-24.186473150000023,379067.6342499999
30,2015-02-03,2294,165.0,165.235125,539.37675,-379049.37675,,,,,18.25749999989057
31,2015-05-11,-2294,156.0,155.3097,1583.5482,356280.4518,-22768.924950000015,-6.0068493306129715,-143701.29070000013,-28.740258140000023,356298.7092999999
32,2015-05-14,2223,160.0,160.228,506.844,-356186.84400000004,,,,,111.86529999983031
33,2015-06-09,-2223,150.0,149.33625,1475.5162500000001,331974.48375,-24212.360250000027,-6.797657088648683,-167913.65095000016,-33.582730190000035,332086.34904999984
34,2015-06-12,2153,154.0,154.21945,472.47585000000004,-332034.47585,,,,,51.8731999998563
