Date,Open,High,Low,Close,Volume,MA_5,EMA_5,RSI,K,D,macd_dif,macd_dea,macd,bbands_middle,bbands_upper,bbands_lower,buy_point,ticker_num,income,expenditure,account
2016-03-22,5.59,5.66,5.54,5.6,7624,5.522,5.548397900238801,58.49056603773584,59.96915284018431,45.49022517732563,0.08138881215372962,0.09116780384162594,-0.009778991687896324,5.492,5.8145275182058125,5.1694724817941875,0,0,0.0,0.0,500000.0
2016-03-23,5.65,5.69,5.59,5.61,7425,5.5520000000000005,5.568931933492535,52.17391304347826,73.31276856012288,54.764406304924705,0.08197896900312873,0.0893300368739265,-0.00735106787079777,5.5095,5.817426939386603,5.201573060613397,0,0,0.0,0.0,500000.0
2016-03-24,5.62,5.62,5.53,5.53,3945,5.558,5.555954622328358,34.177215189873436,57.966088130991054,55.831633580280155,0.07512534295632634,0.08648909809040647,-0.011363755134080139,5.5215000000000005,5.812517181623355,5.230482818376646,0,0,0.0,0.0,500000.0
2016-03-25,5.55,5.56,5.47,5.5,6535,5.554,5.537303081552238,34.61538461538462,38.64405875399404,50.10244197151812,0.06650640126203644,0.08249255872473248,-0.015986157462696035,5.5329999999999995,5.800589237451734,5.265410762548265,0,0,0.0,0.0,500000.0
2016-03-28,5.48,5.5,5.35,5.37,6617,5.522,5.481535387701493,34.61538461538462,25.762705835996027,41.98919659301075,0.048625391088309655,0.07571912519744792,-0.027093734109138262,5.538,5.788966133173385,5.287033866826616,0,0,0.0,0.0,500000.0
2016-03-29,5.4,5.44,5.3,5.35,4980,5.4719999999999995,5.437690258467662,26.388888888888886,17.17513722399735,33.71784347000629,0.03246647552669035,0.06706859526329641,-0.034602119736606055,5.5415,5.779598719022175,5.303401280977825,0,0,0.0,0.0,500000.0
2016-03-30,5.33,5.39,5.33,5.36,2791,5.422,5.411793505645109,29.850746268656795,12.732142764716265,26.722609901576277,0.02023408896956358,0.057701694004549844,-0.037467605034986265,5.541,5.780574623030072,5.301425376969929,0,0,0.0,0.0,500000.0
2016-03-31,5.37,5.39,5.32,5.37,3136,5.39,5.39786233709674,30.882352941176528,12.191798880181286,21.87900622777795,0.011217443217175216,0.04840484384707492,-0.037187400629899704,5.538500000000001,5.784042257055687,5.292957742944314,0,0,0.0,0.0,500000.0
2016-04-01,5.31,5.35,5.3,5.35,3074,5.36,5.38190822473116,42.85714285714286,8.127865920120858,17.29529279189225,0.002429843915820129,0.03920984386082396,-0.03677999994500383,5.5275,5.785792469886368,5.269207530113632,0,0,0.0,0.0,500000.0
2016-04-06,5.33,5.33,5.26,5.27,3322,5.34,5.3446054831541066,32.07547169811324,5.418577280080572,13.336387621288358,-0.010864484242402384,0.029194978240178696,-0.040059462482581076,5.502,5.7562125095269705,5.247787490473029,0,0,0.0,0.0,500000.0
2016-04-07,5.27,5.3,5.24,5.24,3786,5.318,5.309736988769405,25.00000000000009,3.612384853387048,10.095053365321254,-0.023549619018873535,0.01864605878836825,-0.04219567780724179,5.477,5.731015747543336,5.222984252456665,0,0,0.0,0.0,500000.0
2016-04-08,5.21,5.29,5.21,5.29,1923,5.304,5.303157992512936,29.09090909090919,15.228769389437486,11.806292040026666,-0.029231139211050028,0.009070619188484595,-0.03830175839953462,5.461,5.719758574737146,5.202241425262854,0,0,0.0,0.0,500000.0
2016-04-11,5.29,5.29,5.22,5.24,2318,5.2780000000000005,5.282105328341958,25.42372881355935,10.152512926291658,11.25503233544833,-0.037337958287985806,-0.00021109630680948583,-0.03712686198117632,5.4385,5.691898895025213,5.1851011049747875,0,0,0.0,0.0,500000.0
2016-04-12,5.23,5.25,5.17,5.17,4047,5.242,5.244736885561306,13.55932203389843,6.768341950861106,9.759468873919255,-0.04884799650167615,-0.009938476345782819,-0.03890952015589333,5.4155,5.6785190107197545,5.152480989280245,0,0,0.0,0.0,500000.0
2016-04-13,5.19,5.24,5.18,5.22,2467,5.232,5.236491257040871,19.04761904761904,18.401116856129565,12.640018201322691,-0.053320556395574314,-0.018614892355741118,-0.034705664039833196,5.3950000000000005,5.651787850179868,5.1382121498201325,0,0,0.0,0.0,500000.0
2016-04-14,5.23,5.29,5.2,5.2,2521,5.223999999999999,5.224327504693915,21.052631578947377,20.600744570753104,15.293593657799494,-0.05781249868970573,-0.02645441362253404,-0.031358085067171686,5.3839999999999995,5.654066658438241,5.113933341561758,0,0,0.0,0.0,500000.0
2016-04-15,5.19,5.23,5.18,5.18,3320,5.202,5.209551669795943,21.42857142857143,16.51160749161312,15.699598269070702,-0.062268436399468996,-0.033617218177921036,-0.02865121822154796,5.37,5.651638065609033,5.088361934390967,0,0,0.0,0.0,500000.0
2016-04-18,5.18,5.2,5.11,5.13,3397,5.18,5.1830344465306295,25.0,11.00773832774208,14.135644955294495,-0.06903854786552888,-0.04070148411544261,-0.028337063750086267,5.3515,5.64491267866266,5.058087321337339,0,0,0.0,0.0,500000.0
2016-04-19,5.15,5.2,5.12,5.14,4019,5.1739999999999995,5.16868963102042,27.659574468085097,11.042195922198351,13.10449527759578,-0.072758281374659,-0.04711284356728589,-0.025645437807373113,5.3325,5.629004637400492,5.0359953625995075,0,0,0.0,0.0,500000.0
2016-04-20,5.14,5.17,5.09,5.09,3725,5.148000000000001,5.142459754013613,23.52941176470578,7.361463948132234,11.19015150110793,-0.07883205228494994,-0.05345668531081871,-0.02537536697413123,5.3105,5.610398316100635,5.010601683899365,0,0,0.0,0.0,500000.0
2016-04-21,5.1,5.14,5.05,5.07,4752,5.122,5.118306502675742,21.153846153846096,4.907642632088156,9.09598187810134,-0.08428777533677323,-0.05962290331600961,-0.024664872020763617,5.284,5.570244650605031,4.997755349394969,0,0,0.0,0.0,500000.0
2016-04-22,5.06,5.08,5.03,5.07,4561,5.1,5.102204335117162,21.999999999999964,3.2717617547254374,7.154575170309372,-0.08760165778094464,-0.06521865420899661,-0.02238300357194803,5.257,5.5156967336477125,4.998303266352287,0,0,0.0,0.0,500000.0
2016-04-25,5.09,5.13,5.05,5.13,2235,5.1,5.111469556744775,35.41666666666663,30.75260307457892,15.020584471732555,-0.08441337014853278,-0.06905759739690384,-0.015355772751628943,5.237,5.468611744089101,5.0053882559108995,0,0,0.0,0.0,500000.0
2016-04-26,5.12,5.14,5.06,5.06,2569,5.084,5.094313037829851,32.692307692307594,20.501735383052615,16.84763477550591,-0.08653749385363962,-0.072553576688251,-0.013983917165388618,5.215,5.425095216509074,5.004904783490926,0,0,0.0,0.0,500000.0
2016-04-27,5.07,5.13,5.05,5.06,3452,5.077999999999999,5.082875358553235,25.531914893616918,13.667823588701744,15.787697713237854,-0.0872155110715589,-0.07548596356491258,-0.011729547506646315,5.1995,5.407295572618845,4.991704427381154,0,0,0.0,0.0,500000.0
2016-04-28,5.07,5.1,5.04,5.05,1222,5.074,5.071916905702157,27.90697674418594,9.111882392467828,13.562425939647845,-0.08755053298221949,-0.07789887744837395,-0.009651655533845532,5.1845,5.389972625913998,4.979027374086002,0,0,0.0,0.0,500000.0
2016-04-29,5.04,5.07,5.0,5.04,2780,5.068,5.061277937134771,32.432432432432364,6.074588261645219,11.066480046980303,-0.08761300846228437,-0.07984170365115603,-0.007771304811128338,5.1685,5.3665176759786695,4.97048232402133,0,0,0.0,0.0,500000.0
2016-05-03,5.02,5.04,4.96,4.97,4476,5.036,5.030851958089848,17.94871794871785,4.049725507763479,8.727561867241361,-0.09224756322914729,-0.08232287556675429,-0.009924687662393003,5.1485,5.341815803802982,4.955184196197019,0,0,0.0,0.0,500000.0
2016-05-04,4.99,5.01,4.9,4.9,6039,5.004,4.987234638726566,15.909090909090823,2.6998170051756527,6.718313579886125,-0.10041141595840841,-0.08594058364508511,-0.0144708323133233,5.1259999999999994,5.324937176012912,4.927062823987087,0,0,0.0,0.0,500000.0
2016-05-05,4.9,4.91,4.79,4.83,7867,4.958,4.934823092484377,14.28571428571421,1.7998780034504351,5.078835054407562,-0.1112473528151412,-0.09100193747909634,-0.02024541533604486,5.104,5.329867217630165,4.8781327823698355,0,0,0.0,0.0,500000.0
2016-05-06,4.83,4.88,4.8,4.85,2433,4.918,4.906548728322918,19.565217391304202,4.230221699269926,4.7959639360283495,-0.11687382923776468,-0.09617631583083001,-0.020697513406934667,5.0845,5.326778765062049,4.842221234937951,0,0,0.0,0.0,500000.0
2016-05-09,4.89,4.91,4.74,4.75,6973,4.86,4.854365818881946,14.54545454545445,2.820147799513284,4.1373585571899945,-0.12792734974850717,-0.10252652261436546,-0.025400827134141712,5.0575,5.321535982396322,4.793464017603678,0,0,0.0,0.0,500000.0
2016-05-10,4.76,4.85,4.74,4.75,3975,4.816,4.819577212587964,15.999999999999895,1.880098533008856,3.3849385491296147,-0.13512965385523135,-0.10904714886253865,-0.0260825049926927,5.0329999999999995,5.315070913069729,4.75092908693027,0,0,0.0,0.0,500000.0
2016-05-11,4.79,4.81,4.67,4.67,5029,4.7700000000000005,4.76971814172531,14.285714285714175,1.253399022005904,2.674425373421711,-0.14561431201456987,-0.1163605814929449,-0.02925373052162497,5.008000000000001,5.323696056357996,4.692303943642006,0,0,0.0,0.0,500000.0
2016-05-12,4.65,4.71,4.61,4.61,4765,4.726000000000001,4.716478761150206,12.903225806451516,0.835599348003936,2.0614833649491193,-0.15695569020761813,-0.12447960323587956,-0.032476086971738566,4.9775,5.321934318847569,4.633065681152431,0,0,0.0,0.0,500000.0
2016-05-13,4.61,4.61,4.49,4.61,7029,4.678,4.680985840766804,3.571428571428504,0.557066232002624,1.5600109873002874,-0.16405271653883702,-0.13239422589647104,-0.03165849064236598,4.948,5.311681179056586,4.584318820943415,0,0,0.0,0.0,500000.0
2016-05-16,4.55,4.63,4.54,4.63,2358,4.654,4.663990560511203,7.843137254901825,5.13328224990642,2.7511014081689984,-0.1661480765813721,-0.13914499603345126,-0.027003080547920832,4.9205,5.2929231464342505,4.548076853565749,0,0,0.0,0.0,500000.0
2016-05-17,4.59,4.7,4.59,4.66,3048,4.636,4.662660373674136,12.962962962962896,15.326950071366172,6.943050962568057,-0.16350315266505167,-0.14401662735977136,-0.019486525305280306,4.897,5.272877639664808,4.521122360335193,0,0,0.0,0.0,500000.0
2016-05-18,4.63,4.65,4.57,4.59,6158,4.619999999999999,4.6384402491160905,11.66666666666659,10.217966714244115,8.034689546460076,-0.16515168062047003,-0.1482436380119111,-0.016908042608558937,4.8695,5.250681059340552,4.488318940659449,0,0,0.0,0.0,500000.0
2016-05-19,4.58,4.7,4.58,4.68,4320,4.6339999999999995,4.652293499410727,23.529411764705817,40.145311142829414,18.73823007858319,-0.1573817047380155,-0.15007125135713198,-0.007310453380883514,4.849,5.224600851969195,4.473399148030805,1,106685,0.0,-499997.28226500005,2.7177349999547005
2016-05-20,4.71,4.77,4.69,4.77,5282,4.6659999999999995,4.691528999607152,35.71428571428567,60.09687409521961,32.524444750795325,-0.14232110591571523,-0.14852122226884865,0.006200116353133417,4.8340000000000005,5.196844319233449,4.471155680766552,1,106685,0.0,0.0,2.7177349999547005
2016-05-23,4.76,4.85,4.73,4.85,5095,4.71,4.744352666404768,46.47887323943657,73.39791606347974,46.1489351883568,-0.12251783212712475,-0.1433205442405039,0.02080271211337914,4.8229999999999995,5.1695313838600825,4.4764686161399165,0,106685,0.0,0.0,2.7177349999547005
2016-05-24,4.8,4.92,4.8,4.9,4490,4.758,4.796235110936513,55.07246376811597,82.26527737565317,58.18771591745559,-0.10161762808048458,-0.13497996100850002,0.03336233292801544,4.8115000000000006,5.130703696720423,4.492296303279578,0,106685,0.0,0.0,2.7177349999547005
2016-05-25,4.91,4.99,4.91,4.97,5403,4.8340000000000005,4.854156740624342,58.10810810810813,88.17685158376878,68.18409447289332,-0.07850074310855248,-0.12368411742851051,0.04518337431995803,4.807,5.114382497875178,4.499617502124822,0,106685,0.0,0.0,2.7177349999547005
2016-05-26,4.99,5.03,4.94,4.96,5361,4.89,4.8894378270828955,66.15384615384615,90.96847576848955,75.77888823809207,-0.06029234897830804,-0.11100576373847003,0.05071341476016199,4.802,5.095707337327455,4.508292662672544,0,106685,0.0,0.0,2.7177349999547005
2016-05-27,4.96,5.09,4.94,5.07,6416,4.95,4.949625218055264,71.05263157894738,93.97898384565971,81.84558677394794,-0.0365644920503021,-0.09611750940083644,0.05955301735053434,4.803,5.1001935396336595,4.50580646036634,0,106685,0.0,0.0,2.7177349999547005
2016-05-30,5.07,5.1,5.03,5.09,3403,4.997999999999999,4.996416812036843,80.00000000000003,95.98598923043981,86.55905425944523,-0.015962159789895125,-0.08008643947864819,0.06412427968875306,4.8055,5.111341462198937,4.499658537801063,0,106685,0.0,0.0,2.7177349999547005
2016-05-31,5.08,5.09,5.02,5.08,3500,5.034000000000001,5.024277874691229,86.15384615384616,95.56960685538095,89.5625717914238,-0.00043654722359320886,-0.0641564610276372,0.06371991380404399,4.811,5.13205451250525,4.48994548749475,0,106685,0.0,0.0,2.7177349999547005
2016-06-01,5.04,5.12,5.04,5.06,5698,5.0520000000000005,5.036185249794153,83.58208955223876,89.3540968779462,89.49308015359794,0.010136927547423902,-0.04929778331262498,0.05943471086004888,4.819,5.156099391871276,4.481900608128724,0,106685,0.0,0.0,2.7177349999547005
2016-06-02,5.06,5.1,5.04,5.05,5759,5.07,5.040790166529435,81.81818181818181,82.64632099555386,87.21082710091659,0.017507747638135562,-0.03593667712247287,0.053444424760608435,4.83,5.181852241715161,4.478147758284839,0,106685,0.0,0.0,2.7177349999547005
2016-06-03,5.06,5.1,5.03,5.07,3464,5.07,5.05052677768629,81.53846153846153,71.76421399703628,82.06195606628982,0.024678529787403924,-0.023813635740497514,0.048492165527901435,4.840999999999999,5.208091269305038,4.47390873069496,0,106685,0.0,0.0,2.7177349999547005
2016-06-04,5.08,5.08,5.04,5.07,1326,5.066000000000001,5.05701785179086,91.37931034482762,64.50947599802456,76.21112937686807,0.030015427143242235,-0.013047823163749563,0.0430632503069918,4.857,5.234576482318464,4.4794235176815365,0,106685,0.0,0.0,2.7177349999547005
2016-06-06,5.05,5.06,5.02,5.02,2659,5.054,5.044678567860574,81.48148148148141,43.00631733201637,65.14285869525084,0.029866096842053658,-0.004465039162588919,0.034331136004642576,4.8705,5.251103468192271,4.489896531807728,0,106685,0.0,0.0,2.7177349999547005
2016-06-07,5.02,5.07,5.0,5.02,3460,5.046,5.036452378573716,77.77777777777771,28.67087822134425,52.985531870615304,0.029408745787367074,0.0023097178274022793,0.027099027959964796,4.888,5.262251252502895,4.513748747497105,0,106685,0.0,0.0,2.7177349999547005
2016-06-08,5.03,5.07,5.01,5.01,3152,5.037999999999999,5.027634919049144,71.05263157894734,19.1139188142295,41.69499418515337,0.027917559111616086,0.007431286084245041,0.020486273027371046,4.9079999999999995,5.262942248823644,4.553057751176355,0,106685,0.0,0.0,2.7177349999547005
2016-06-13,4.98,5.0,4.8,4.84,5084,4.991999999999999,4.965089946032763,43.99999999999995,12.742612542819666,32.044200304375465,0.012869848079485102,0.008518998483293055,0.0043508495961920475,4.9195,5.249073967418524,4.589926032581476,0,0,514070.5273549999,0.0,514073.24508999987
2016-06-14,4.84,4.92,4.84,4.88,2134,4.953999999999999,4.936726630688509,40.42553191489364,14.2921764778218,26.126859028857574,0.004124549144572498,0.007640108615548944,-0.003515559470976446,4.932,5.234562390260235,4.629437609739766,0,0,0.0,0.0,514073.24508999987
2016-06-15,4.89,4.92,4.86,4.92,1511,4.933999999999999,4.931151087125673,46.0,24.342932466696052,25.5322168414704,0.00041669899164187285,0.00619542669076753,-0.0057787276991256575,4.945,5.220862284482652,4.669137715517349,0,0,0.0,0.0,514073.24508999987
2016-06-16,4.91,4.92,4.84,4.87,2032,4.904,4.9107673914171155,27.272727272727277,21.784177200019645,24.28287029432015,-0.006481664506997831,0.0036600084512144583,-0.010141672958212288,4.959,5.185353705514152,4.732646294485847,0,0,0.0,0.0,514073.24508999987
2016-06-17,4.9,4.91,4.85,4.91,2955,4.884,4.910511594278077,30.43478260869572,28.24827499609159,25.604671861577295,-0.00862161694032526,0.0012036833729065148,-0.009825300313231776,4.9704999999999995,5.159229965824158,4.781770034175841,0,0,0.0,0.0,514073.24508999987
2016-06-20,4.93,4.96,4.88,4.9,3498,4.896,4.907007729518718,30.43478260869572,43.832183330727915,31.680509017960837,-0.010997686602444823,-0.0012365906221637525,-0.00976109598028107,4.976999999999999,5.145534862862222,4.808465137137777,0,0,0.0,0.0,514073.24508999987
2016-06-21,4.91,4.96,4.9,4.93,3024,4.906000000000001,4.914671819679146,36.17021276595745,62.55478888715194,41.971935641024544,-0.010340787487553627,-0.0030574299952417275,-0.0072833574923118986,4.981,5.140862440867104,4.821137559132896,0,0,0.0,0.0,514073.24508999987
2016-06-22,4.93,4.94,4.9,4.92,2390,4.906000000000001,4.916447879786098,36.17021276595745,69.48097036921249,51.141613883753855,-0.010506000004518512,-0.004547143997097085,-0.005958856007421427,4.982,5.140063278467797,4.8239367215322035,0,0,0.0,0.0,514073.24508999987
2016-06-23,4.92,4.97,4.92,4.94,1703,4.92,4.924298586524066,36.17021276595745,79.65398024614166,60.64573600454979,-0.008920271919468092,-0.005421769581571286,-0.0034985023378968066,4.9805,5.139556593701702,4.8214434062982985,0,0,0.0,0.0,514073.24508999987
2016-06-24,4.86,4.93,4.76,4.79,12800,4.896,4.879532391016044,27.41935483870966,53.102653497427774,58.13137516884245,-0.019542048811016066,-0.008245825427460243,-0.011296223383555824,4.9719999999999995,5.151398996652679,4.79260100334732,0,0,0.0,0.0,514073.24508999987
2016-06-27,4.79,4.86,4.79,4.85,1959,4.886,4.869688260677362,36.50793650793649,48.7351023316184,54.9992842231011,-0.022854927585749252,-0.011167645859118044,-0.011687281726631207,4.961,5.141986187318225,4.7800138126817755,0,0,0.0,0.0,514073.24508999987
2016-06-28,4.89,4.98,4.87,4.93,5775,4.886,4.889792173784908,43.66197183098592,63.6011793321899,57.86658259279737,-0.01880826648235523,-0.012695769983765481,-0.006112496498589748,4.952999999999999,5.124359271707099,4.7816407282929,1,104126,0.0,-514072.6911815,0.5539084998890758
2016-06-29,4.93,5.05,4.93,5.0,5786,4.901999999999999,4.926528115856605,49.35064935064937,75.73411955479327,63.822428246796,-0.0098394207006951,-0.012124500127151406,0.002285079426456305,4.949,5.11183734215464,4.7861626578453595,0,104126,0.0,0.0,0.5539084998890758
2016-06-30,5.07,5.14,5.02,5.11,8197,4.936,4.98768541057107,69.01408450704228,83.82274636986219,70.48920095448473,0.0060745117003282445,-0.008484697761655476,0.01455920946198372,4.951499999999999,5.122412258191117,4.780587741808882,0,104126,0.0,0.0,0.5539084998890758
2016-07-01,5.13,5.14,5.05,5.05,3891,4.9879999999999995,5.0084569403807135,61.64383561643834,82.96516424657474,74.6478553851814,0.013687142365514049,-0.004050329736221572,0.01773747210173562,4.9515,5.122412258191118,4.7805877418088825,0,104126,0.0,0.0,0.5539084998890758
2016-07-04,5.06,5.14,5.02,5.09,4468,5.036,5.035637960253809,61.64383561643834,86.07934026694721,78.45835034577,0.022686358500738635,0.0012970079111704696,0.021389350589568167,4.9525,5.126382143994107,4.7786178560058925,0,104126,0.0,0.0,0.5539084998890758
2016-07-05,5.09,5.17,5.09,5.15,5030,5.08,5.073758640169206,68.91891891891892,90.71956017796481,82.54542028983494,0.03426481719926855,0.007890569768790085,0.026374247430478462,4.9565,5.144145943201519,4.768854056798482,0,104126,0.0,0.0,0.5539084998890758
2016-07-06,5.15,5.16,5.09,5.13,5496,5.106,5.092505760112805,65.27777777777773,89.36859567419867,84.81981208462285,0.04135033535681476,0.01458252288639502,0.02676781247041974,4.962,5.162758561461243,4.7612414385387565,0,104126,0.0,0.0,0.5539084998890758
2016-07-07,5.14,5.18,5.09,5.14,5180,5.112,5.108337173408537,66.66666666666657,89.57906378279891,86.4062293173482,0.04722815915139478,0.021111650139394974,0.026116509011999803,4.968,5.182065410564126,4.7539345894358735,0,104126,0.0,0.0,0.5539084998890758
