,Date,ticker_num,price,price(with_tax),tax,spend,profit,profit_rate,profit_sum,profit_sum_rate,account
0,2003-08-13,11761,42.45,42.51049125,711.4375912500001,-499965.88759125,,,,,34.11240874999203
1,2003-11-19,-11761,45.99,45.786494250000004,2393.4311257500003,538494.9588742501,38529.071283000056,7.706340020241485,38529.071283000056,7.705814256600012,538529.071283
2,2003-12-03,11672,46.07,46.13564975,766.2638820000001,-538495.303882,,,,,33.76740100001916
3,2004-03-12,-11672,50.45,50.22675875,2605.67187,586246.7281300001,47751.424248000025,8.867565585764838,86280.49553100008,17.256099106200015,586280.4955310001
4,2004-03-30,11875,49.3,49.3702525,834.2484374999999,-586271.7484375,,,,,8.747093500103801
5,2004-04-29,-11875,48.69,48.474546749999995,2558.50734375,575635.2426562499,-10636.505781250075,-1.8142620396766378,75643.98974975,15.128797949950002,575643.98974975
6,2004-05-21,12714,45.21,45.27442425,819.0899145000001,-575619.0299145001,,,,,24.95983524993062
7,2004-06-03,-12714,43.64,43.446893,2455.162398,552383.7976020001,-23235.23231250001,-4.036564308159039,52408.757437249995,10.48175148745,552408.75743725
8,2004-06-09,12152,45.39,45.45468075,786.000474,-552365.280474,,,,,43.4769632499665
9,2004-06-11,-12152,43.44,43.247778,2335.8817440000003,525546.998256,-26818.282218000037,-4.855171598581743,25590.475219249958,5.118095043849992,525590.47521925
10,2004-06-23,11955,43.9,43.962557499999996,747.8749125,-525572.3749124999,,,,,18.100306750042364
11,2004-07-15,-11955,42.6,42.411495,2253.577275,507029.422725,-18542.952187499905,-3.5281443760408897,7047.523031750054,1.4095046063500107,507047.52303175005
12,2004-07-30,12081,41.91,41.96972175,721.4984617499999,-507036.20846174995,,,,,11.31457000010414
13,2004-10-14,-12081,45.16,44.960167,2414.182473,543163.7775269999,36127.56906524999,7.125244403127355,43175.092096999986,8.635018419399996,543175.092097
14,2004-11-02,12000,45.2,45.264410000000005,772.9200000000001,-543172.92,,,,,2.1720969999441877
15,2004-11-26,-12000,45.46,45.2588395,2413.9260000000004,543106.074,-66.84600000001956,-0.01230657817035863,43108.24609699997,8.621649219399993,543108.246097
16,2004-12-03,11688,46.4,46.46612,772.81056,-543096.01056,,,,,12.235537000000477
17,2005-01-07,-11688,46.5,46.2942375,2404.9521,541087.0479,-2008.962659999961,-0.36990930165892194,41099.283437000006,8.219856687400002,541099.283437
18,2005-01-31,11474,47.09,47.157103250000006,769.9426905,-541080.6026905001,,,,,18.680746499914676
19,2005-03-17,-11474,46.86,46.6526445,2379.1970069999998,535292.442993,-5788.1596975000575,-1.0697407500321914,35311.12373949995,7.0622247478999896,535311.1237395
20,2005-04-04,11446,46.7,46.7665475,761.7026850000001,-535289.902685,,,,,21.221054499968886
21,2005-04-18,-11446,44.6,44.402645,2258.92533,508232.67467,-27057.228015,-5.054686792947459,8253.895724499947,1.6507791448999893,508253.89572449995
22,2005-04-26,11191,45.35,45.414623750000004,723.2043862500001,-508235.05438625003,,,,,18.84133824991295
23,2005-05-20,-11191,45.26,45.059724499999994,2241.2831204999998,504263.37687949993,-3971.6775067501003,-0.7814646928568002,4282.218217749847,0.8564436435499694,504282.21821774985
24,2005-05-30,11086,45.42,45.4847235,717.524721,-504243.644721,,,,,38.57349674985744
25,2005-08-19,-11086,47.57,47.35950275,2333.5725135,525027.4474865,20783.802765500033,4.121777831627367,25066.02098324988,5.013204196649975,525066.0209832499
26,2005-09-07,11012,47.61,47.67784425,747.100881,-525028.420881,,,,,37.600102249882184
27,2005-10-17,-11012,45.42,45.2190165,2213.230302,497951.809698,-27076.61118299997,-5.157170565655341,-2010.5901997500914,-0.4021180399500183,497989.4098002499
28,2005-10-31,10943,45.44,45.504751999999996,708.581136,-497958.501136,,,,,30.908664249931462
29,2006-01-23,-10943,50.55,50.32631625,2447.77127625,550720.87872375,52762.37758775003,10.595737891286614,50751.78738799994,10.150357477599988,550751.7873879999
30,2006-02-06,10505,52.35,52.42459875,783.6598687500001,-550720.40986875,,,,,31.377519249916077
31,2006-03-22,-10505,50.75,50.52543125,2359.09471875,530769.65528125,-19950.754587500007,-3.6226648277398605,30801.032800499932,6.1602065600999865,530801.0328004999
32,2006-03-29,10252,51.7,51.7736725,755.29047,-530783.69047,,,,,17.342330499901436
33,2006-05-15,-10252,56.0,55.7522,2540.4456,571571.5544,40787.86392999999,7.6844606686921795,71588.89673049992,14.317779346099984,571588.8967304999
34,2006-06-02,10511,54.3,54.377377499999994,813.3149025,-571560.6149025,,,,,28.281827999977395
35,2006-06-07,-10511,51.85,51.62056375,2411.60442375,542583.74557625,-28976.86932624993,-5.069780627063145,42612.027404249995,8.522405480849999,542612.02740425
36,2006-06-16,10440,51.9,51.9739575,772.1162999999999,-542608.1163,,,,,3.9111042500007898
37,2006-07-14,-10440,50.8,50.57521,2346.8076,528005.1923999999,-14602.923900000053,-2.6912468614690446,28009.103504249942,5.601820700849988,528009.10350425
38,2006-07-26,10358,50.9,50.9725325,751.291635,-527973.491635,,,,,35.611869249958545
39,2006-08-28,-10358,52.55,52.317466249999995,2408.5845824999997,541904.3154175,13930.823782499996,2.638546064000253,41939.92728674994,8.387985457349988,541939.9272867499
40,2006-08-31,9975,54.25,54.32730625,771.1298437500001,-541914.87984375,,,,,25.04744299990125
41,2006-10-26,-9975,53.6,53.36282,2365.8705,532294.1295,-9620.750343749998,-1.775325000583845,32319.17694299994,6.463835388599988,532319.1769429999
42,2006-11-06,9861,53.9,53.9768075,757.3987575,-532265.2987575,,,,,53.878185499925166
43,2007-01-11,-9861,56.25,56.00109375,2454.46453125,552226.78546875,19961.486711250036,3.7502889551220746,52280.66365424998,10.456132730849996,552280.66365425
44,2007-01-16,9582,57.55,57.63200875,785.8078425000001,-552229.9078425,,,,,50.7558117499575
45,2007-03-01,-9582,56.05,55.801978749999996,2376.5396175,534694.5603824999,-17535.347460000077,-3.175370839386208,34745.3161942499,6.94906323884998,534745.3161942499
46,2007-03-12,9656,55.3,55.3788025,760.91694,-534737.71694,,,,,7.599254249944352
