城市,基隆市,台北市,新北市,桃園市,新竹縣市,苗栗縣,台中市,南投市,彰化縣,雲林縣,嘉義縣市,台南市,高雄市,屏東縣,台東縣,花蓮縣,宜蘭縣
人數,1003,5538,10151,4814,724,194,1680,138,313,257,212,795,1021,428,117,450,525
