2016/1/4,27.3,27.3,26.15,26.15,10437
2016/1/5,26.15,26.7,26.1,26.4,5382
2016/1/6,26.45,26.55,26,26.05,5154
2016/1/7,26.3,27.6,26.25,27.35,20289
2016/1/8,27.25,27.3,26.7,27,11915
2016/1/11,26.5,26.55,25.75,26,11756
2016/1/12,26.2,26.25,26,26.1,5331
2016/1/13,26.2,26.75,26.2,26.75,6281
2016/1/14,26.2,26.75,26,26.75,7947
2016/1/15,26.65,26.9,26.15,26.9,10040
2016/1/18,26.5,26.9,26.25,26.6,7044
2016/1/19,26.55,26.6,26.3,26.5,3365
2016/1/20,26.2,26.25,25.85,26.1,9593
2016/1/21,26.25,26.3,25.85,25.85,4485
2016/1/22,26,26.15,25.6,25.65,6341
2016/1/25,25.85,26,25.75,25.85,6261
2016/1/26,25.65,25.75,25.45,25.5,3984
2016/1/27,25.6,25.75,25.5,25.5,3831
2016/1/28,25.5,26,25.5,25.85,5532
2016/1/29,25.85,26.8,25.8,26.6,7902
2016/1/30,26.8,27.3,26.7,27.3,4457
2016/2/1,27.2,27.25,26.65,27.25,5883
2016/2/2,27.1,27.1,26.85,26.85,6132
2016/2/3,26.75,26.85,26.25,26.6,6229
2016/2/15,26.8,27.35,26.6,27.05,5715
2016/2/16,27.3,28.25,27.3,28.25,9610
2016/2/17,28.3,28.3,27.65,28.15,5705
2016/2/18,28.35,29.05,28.15,29.05,9042
2016/2/19,29,29.1,28.6,29.1,6014
2016/2/22,29.3,29.8,29.1,29.3,4990
2016/2/23,29.4,29.45,28.95,29.3,4597
2016/2/24,29.3,29.5,29.05,29.2,7527
2016/2/25,29.3,29.6,29.25,29.5,5468
2016/2/26,29.8,30.3,29.7,30,7803
2016/3/1,29.9,30,29.35,29.85,16744
2016/3/2,29.9,30.25,29.8,29.95,6946
2016/3/3,29.95,30.4,29.75,30.4,8345
2016/3/4,30.4,30.45,29.65,29.75,10628
2016/3/7,29.75,30.45,29.75,30.45,10646
2016/3/8,30.6,30.75,30.1,30.6,11296
2016/3/9,30.45,30.45,29.9,29.95,6986
2016/3/10,30,30.7,30,30.7,8444
2016/3/11,30.6,30.65,30.3,30.4,4142
2016/3/14,30.85,30.85,30.4,30.7,6404
2016/3/15,30.7,30.7,29.95,30.1,6872
2016/3/16,30.2,30.4,29.95,30.4,5770
2016/3/17,30.7,30.85,30.4,30.85,7100
2016/3/18,31.05,31.6,31.05,31.6,17233
2016/3/21,31.75,31.95,31.1,31.65,4783
2016/3/22,31.75,32.1,31.25,32.1,5614
2016/3/23,31.85,32,31.4,31.6,4875
2016/3/24,31.6,31.6,30.85,30.85,12414
2016/3/25,31,31.5,30.95,31.3,4173
2016/3/28,31.2,31.4,30.9,31.35,3285
2016/3/29,31,31.3,30.35,30.7,4509
2016/3/30,30.85,31.45,30.85,31.25,5571
2016/3/31,31.3,31.5,31,31.5,8967
2016/4/1,30.85,31.05,30.4,30.8,5973
2016/4/6,30.4,30.5,30,30,7673
2016/4/7,30,30.3,29.3,29.85,7114
2016/4/8,29.75,30.2,29.45,30.2,9656
2016/4/11,29.4,30.2,29.4,30.2,5677
2016/4/12,30.2,30.6,29.9,30.5,5679
2016/4/13,30.6,31.6,30.55,31.6,13086
2016/4/14,31.7,33.25,31.7,33,25875
2016/4/15,33.1,33.85,32.5,33.55,12931
2016/4/18,33.95,35,33.25,33.95,9634
2016/4/19,34,34.1,33.4,33.5,6091
2016/4/20,34.15,34.2,32.6,32.85,7401
2016/4/21,33.2,33.5,32.85,33.5,6886
2016/4/22,33.5,33.55,33,33.1,3896
2016/4/25,33,33.5,33,33.2,2871
2016/4/26,33.25,33.5,32.75,32.95,3850
2016/4/27,32.75,33.3,32.7,33,4844
2016/4/28,33.45,33.6,32.8,33.25,6301
2016/4/29,32.8,33.1,32.45,32.9,6002
2016/5/3,33,33,32.4,32.65,5007
2016/5/4,32,32.35,30.45,31,12164
2016/5/5,30.4,31.1,30.4,30.8,9546
2016/5/6,30.5,31,30.15,30.7,6430
2016/5/9,30.3,30.7,30,30,5539
2016/5/10,29.8,30.4,29.7,30.2,6695
2016/5/11,30.4,30.55,29.6,29.65,6439
2016/5/12,29.5,29.8,29.45,29.7,3242
2016/5/13,29.4,29.55,28.8,29,6331
2016/5/16,28.6,28.75,28.3,28.6,5113
2016/5/17,28.65,29.15,28.4,29,7754
2016/5/18,28.5,28.8,28.25,28.5,7216
2016/5/19,28.4,28.45,27.55,27.7,11062
2016/5/20,27.8,28.45,27.7,28.3,7791
2016/5/23,28.3,29.2,27.6,28.8,8061
2016/5/24,29,29.15,28.8,28.9,4966
2016/5/25,29.5,29.5,28.9,29.25,5094
2016/5/26,29.25,29.4,28.85,29.3,4266
2016/5/27,29.4,29.45,29.2,29.45,3583
2016/5/30,29.3,29.85,29.2,29.65,3290
2016/5/31,29.7,30.05,29.2,30.05,19882
2016/6/1,30,30.2,29.65,29.9,4660
2016/6/2,29.9,30.1,29.8,30,5759
2016/6/3,30.1,30.7,30.05,30.7,4050
2016/6/4,30.7,30.9,30.5,30.6,1669
2016/6/6,30.95,30.95,29.9,29.95,4256
2016/6/7,30.4,31.45,30.4,31.3,8770
2016/6/8,31.3,31.65,31.15,31.6,5833
